Country_Name,Country_Code,pop_1990,emissions_90,pop_1991,emissions_91,pop_1992,emissions_92,pop_1993,emissions_93,pop_1994,emissions_94,pop_1995,emissions_95,pop_1996,emissions_96,pop_1997,emissions_97,pop_1998,emissions_98,pop_1999,emissions_99,pop_2000,emissions_00,pop_2001,emissions_01,pop_2002,emissions_02,pop_2003,emissions_03,pop_2004,emissions_04,pop_2005,emissions_05,pop_2006,emissions_06,pop_2007,emissions_07,pop_2008,emissions_08,pop_2009,emissions_09,pop_2010,emissions_10,pop_2011,emissions_11,pop_2012,emissions_12
"Latin America & Caribbean (excluding high income)",LAC,387713894,620643.544,395121495,615629.0583,402540526,634925.0249,409949382,660282.3355,417319166,630900.8989,424626030,666616.2319,431868811,671334.5404,439044994,680207.0748,446128863,736372.4423,453089523,700470.061,459908706,681923.6657,466569961,702130.0412,473087978,728085.6091,479514487,765158.2715,485921455,833710.1355,492360617,848416.3459,498847473,749640.9985,505365856,762545.4975,511896377,774904.6228,518406797,791845.4388,524870761,804128.739,531283625,833175.9003,537645733,843651.5317
"Lao PDR",LAO,4258472,8140.38,4380073,7178.54,4502363,9292.27,4623280,7982.87,4740380,7673.07,4851923,8250.26,4957180,7109.17,5056519,7393.34,5150763,19708.2,5241284,17160.3,5329304,7219.39,5414568,7828.31,5497273,8610.42,5579656,8273.89,5664605,12940.8,5754026,10797.5,5849356,8621.94,5949787,8174.71,6052190,8331.62,6152036,8394.87,6246274,14717,6333487,14864.17,6415169,15011.34
Lebanon,LBN,2703016,698.063,2752462,733.521,2821862,758.014,2900854,779.919,2974640,798.273,3033394,807.64,3070960,844.039,3092670,857.373,3113951,888.003,3156646,893.603,3235366,904.602,3359859,913.621,3522837,945.674,3701464,965.734,3863267,975.86,3986852,1022.76,4057350,1040.91,4086466,1060.39,4111047,1089.56,4183156,1110.48,4337141,1127.22,4588368,1138.4922,4916404,1149.7644
Liberia,LBR,2097232,889.681,2060267,845.158,2022729,826.081,2000248,773.638,2012885,756.619,2073482,771.495,2191179,815.302,2358469,898.083,2551062,1001.58,2734518,1103.74,2884522,1155.65,2991132,1274.89,3062863,1248.1,3116233,1242.8,3176414,1328.26,3261230,1317.34,3375838,1484.91,3512932,1612.7,3662993,1621.16,3811528,1551.05,3948125,1554.59,4070167,1570.1359,4181563,1585.6818
Libya,LBY,4436661,16757.7,4544293,17183.2,4651004,15135.9,4755289,14508.2,4855003,14747,4948798,15680.4,5035884,16057.8,5117269,14275.2,5195502,13670.8,5274163,12584.8,5355751,13092.2,5440566,12532,5527515,12341.2,5615952,14033.9,5704759,14725.4,5792688,16454.6,5881435,17560,5970362,17615.1,6053078,18067.2,6121053,17740.5,6169140,18132.3,6193501,18313.623,6198258,18494.946
"St. Lucia",LCA,138185,36.9718,140156,37.2514,141925,37.5229,143565,37.7076,145247,37.9909,147044,38.2506,149004,38.4009,151086,38.5637,153183,38.8302,155172,39.1605,156949,39.5805,158464,39.892,159763,40.2137,160973,40.5166,162251,40.8795,163714,41.1707,165407,41.534,167288,41.9093,169220,42.2973,171022,42.4451,172580,42.8591,173832,43.287691,174835,43.716282
"Latin America & Caribbean",LCN,445044474,758513.0057,453251622,753186.5027,461466819,775294.2832,469673465,801597.1347,477832467,772893.1004,485913138,810102.7029,493920488,815487.7617,501837820,825944.7315,509664957,880256.8882,517324344,844085.1432,524829251,827160.27,532172709,848007.064,539372044,873030.8534,546478662,918128.7455,553563090,988750.4555,560673962,1003512.979,567821716,907165.6523,574994397,918176.6188,582179826,931051.0285,589349327,943339.2587,596478519,948748.2295,603537118,979241.5857,610547919,991163.412
"Least developed countries: UN classification",LDC,510827576,666555.1503,525020368,585523.7708,539720450,755753.9824,554804181,594902.664,570101958,620519.5045,585496175,660796.1105,600926162,614503.082,616437048,610482.628,632146821,644039.7756,648229112,651680.8044,664804763,630328.6289,681932226,669194.475,699560739,649826.5844,717572892,650250.7443,735796583,684312.2347,754118072,690736.0516,772488966,815021.1964,790978141,1048436.266,809730997,846183.9122,828953320,847522.3208,848791962,856069.9593,869298106,864630.6589,890423474,873191.3585
"Low income",LIC,352473181,409800.939,362705618,355479.906,373402947,458941.739,384447813,346311.482,395678396,371926.951,406983803,392098.839,418317960,372121.771,429730581,372438.418,441325367,382429.04,453254723,370343.524,465631330,386933.762,478477973,396310.087,491764952,393012.746,505488618,388581.067,519630935,399850.422,534172627,412917.093,549135479,522456.08,564514253,694907.043,580229110,539388.217,596172925,539826.957,612274687,536816.931,628504663,542368.0648,644901894,547919.2086
"Sri Lanka",LKA,17329713,11514.1,17539633,11004.5,17740637,10936.2,17928576,11250.2,18098348,11725.6,18247121,11606,18372120,10063.4,18476505,9841.13,18570701,9315.24,18669103,9895.28,18781938,9606.1,18913054,9249.79,19059300,9543.28,19215307,10086.1,19372538,9113.36,19524558,10292,19670151,10361.2,19810789,11011.3,19945832,11351.4,20075086,10973.9,20198353,11630.9,20315017,11747.209,20425000,11863.518
Lesotho,LSO,1603938,1137.7,1634517,1146.64,1667121,1289.18,1700362,1230.19,1732257,1206.66,1761359,1184.24,1787273,1126.68,1810453,1105.45,1831298,1098.87,1850527,1222.21,1868699,1148.95,1885955,1123.95,1902312,1318.61,1918097,1306.57,1933728,1090.1,1949543,1215.92,1965662,1207.95,1982287,1228.99,1999930,1244.2,2019209,1253.56,2040551,1261.45,2064166,1274.0645,2089928,1286.679
Lithuania,LTU,3697838,7602.37,3704134,7393.74,3700114,6889.02,3682613,5942.06,3657144,5414.64,3629102,5156.03,3601613,5082.84,3575137,5105.41,3549331,5161.28,3524238,5023.55,3499536,4999.93,3470818,4856.21,3443067,5105.07,3415213,4996.95,3377075,5053.58,3322528,5042.95,3269909,5096.41,3231294,5095.97,3198231,5159.29,3162916,5079.98,3097282,5052.3,3028115,4942.793157,2987773,4805.602314
Luxembourg,LUX,381850,979.375,387000,1113.36,392175,1174.97,397475,1183.85,402925,1224.48,408625,1249.17,414225,1028.37,419450,1115.74,424700,1030.59,430475,1026.6,436300,1018.69,441525,1094.93,446175,1050.96,451630,1043.92,458095,993.759,465158,1053.29,472637,1070.37,479993,1116.44,488650,1146.49,497783,1279.89,506953,1235.76,518347,1224.605793,530946,1169.316186
Latvia,LVA,2663151,5468.3,2650581,5483.54,2614338,5277.01,2563290,4691.5,2520742,3544.86,2485056,3155.76,2457222,3166.83,2432851,3088.53,2410019,3027.51,2390482,2937.6,2367550,2839.51,2337170,2930.62,2310173,3416.83,2287955,3071.81,2263122,3119.34,2238799,3104.89,2218357,3164.91,2200325,3170.82,2177322,3191.92,2141669,3259.72,2097555,3227.46,2059709,3220.435865,2034319,3181.14673
"Macao SAR, China",MAC,343935,84.9561,353764,88.9968,362459,92.988,370345,96.9551,377960,100.614,385686,103.76,393567,107.273,401564,109.757,409837,112.262,418604,114.338,427979,114.222,438081,115.698,448896,116.691,460147,118.447,471453,121.722,482559,126.258,493320,129.756,503823,134.62,514348,139.82,525313,143.61,536969,147.623,549439,149.09923,562531,150.57546
Morocco,MAR,24879136,9223.91,25336862,9073.26,25791494,9023.31,26237417,8337.81,26667048,8145.2,27075232,8301.61,27460603,8576.52,27825901,8869.6,28175263,9018.37,28514798,9319.88,28849621,9600.26,29181832,9659.44,29512368,9684.07,29843937,9993.33,30179285,10366.5,30521070,10601.4,30869346,10883.4,31225881,11080.8,31596855,11254,31989897,11300.8,32409639,11776.9,32858823,11894.669,33333789,12012.438
Moldova,MDA,3696000,4085.62,3704000,4166.06,3706000,4528.94,3701000,4259.54,3691000,4053.61,3675099,3863.14,3667748,3692.43,3654208,3514.06,3652732,3488.61,3647001,3354.89,3639592,3253.46,3631462,3159.85,3623062,3427.34,3612874,3564.44,3603945,3534.88,3595187,3538.93,3585209,3468.77,3576910,3425.5,3570108,3375.96,3565604,3362.18,3562045,3415.09,3559986,3435.50013,3559519,3455.917259
Madagascar,MDG,11598633,17045.9,11942819,16290.7,12301336,18576,12675460,16406,13066543,16801.1,13475400,17089.7,13902688,16644.7,14347854,16552.1,14808791,19526.7,15282521,19053.2,15766806,17889.6,16260932,17378,16765117,15615.8,17279141,17107.7,17802997,16280.4,18336724,19215,18880268,16887.4,19433523,17821.1,19996469,18737.6,20569121,19214.9,21151640,19676.2,21743949,19872.962,22346573,20069.724
Maldives,MDV,223215,24.8639,229754,25.5324,236190,26.1818,242459,26.8871,248433,27.9816,254082,29.0169,259327,29.8054,264275,30.6196,269206,31.7283,274484,32.9014,280384,34.2157,287027,35.4044,294341,37.253,302209,38.5894,310423,40.0747,318836,41.6547,327371,43.5534,336070,45.3725,345054,47.2629,354501,49.2024,364511,51.2825,375131,51.795325,386203,52.30815
"Middle East & North Africa",MEA,255989130,246030.624,262659662,245967.488,267020622,258494.657,273204804,264771.769,279279333,274360.71,286917385,283766.432,292934005,292895.697,298982946,305369.669,305001541,310888.941,311053183,320368.301,317129227,337183.817,323196354,335936.048,329289435,344363.179,335522845,368705.601,342046777,384455.786,348956287,402199.249,356287693,418018.421,363996317,424225.083,371999662,439231.726,380192587,443887.187,388376106,462334.487,396573248,469446.3691,404783020,476559.405
Mexico,MEX,85357874,98920,87071512,90509,88828310,87886.2,90600453,89874.5,92349147,90298.1,94045579,98827.1,95687452,100990,97281739,102966,98821456,117134,100300579,102975,101719673,103267,103067068,108353,104355608,112133,105640453,112895,106995583,110196,108472228,113875,110092378,112932,111836346,114028,113661809,115609,115505228,115122,117318941,115869,119090017,116298.9567,120828307,116704.5833
"Marshall Islands",MHL,47298,4.8357,48475,5.06157,49378,5.26634,50048,5.43065,50575,5.58812,51015,5.72594,51401,5.94492,51692,6.04316,51925,6.07223,52079,6.10129,52159,6.13391,52183,6.19564,52158,6.27855,52116,6.386,52074,6.51885,52055,6.65903,52078,6.80626,52137,7.00481,52218,7.22824,52320,7.45402,52425,7.70513,52542,7.7821813,52663,7.8592326
"Macedonia, FYR",MKD,1996228,1662.29,1993302,1619.13,1988659,1471.41,1984028,1470.39,1981703,1463.1,1983252,1464.52,1989443,1488.66,1999599,1432.06,2012057,1401.28,2024394,1381.64,2034819,1489.65,2042842,1450.78,2048928,1430.1,2053426,1443.97,2057047,1476.08,2060272,1417.65,2063145,1408.39,2065458,1381.05,2067378,1376.2,2069093,1350.1,2070739,1368.33,2072383,1382.0133,2074036,1395.6966
Mali,MLI,8465188,9439.27,8652514,8888.36,8868263,9409.42,9105472,9408.81,9353385,9743.76,9604450,10426.4,9856810,10622,10114094,10941.4,10380835,11545.9,10663723,11651.9,10967690,11686.3,11293258,12415.3,11638929,12005.3,12005128,12613.7,12391906,13488.9,12798763,13685.5,13227064,14234.3,13675606,16597.5,14138216,17437.9,14606597,17521.7,15075085,17687.8,15540989,17864.678,16006670,18041.556
Malta,MLT,354170,183.403,363845,190.267,367618,195.606,371308,201.036,374797,204.982,377419,209.257,379905,217.008,382791,225.205,385287,225.183,387578,228.749,390087,230.238,393028,233.419,395969,235.167,398582,237.049,401268,242.839,403834,244.332,405308,247.165,406724,248.802,409379,234.124,412477,233.673,414508,235.227,416268,187.3080377,420028,140.9427754
Myanmar,MMR,40626250,83992.9,41190156,73169.6,41711465,104832,42209778,87225,42712223,78610.9,43237792,89854,43793310,69498,44371525,68861,44959935,70730.5,45539435,92598.9,46095462,66941.7,46627994,92155.4,47140220,68437.6,47624894,72658.4,48073707,90593,48482614,78231.2,48846474,75320.3,49171586,77548.2,49479752,76510.7,49800690,76868.3,50155896,79055.4,50553031,79845.954,50986514,80636.508
"Middle East & North Africa (excluding high income)",MNA,227903820,181780.741,233582274,178749.711,239062651,185166.081,244395451,187938.593,249660649,192981.488,254918217,200692.645,260190124,205678.219,265463944,213188.734,270672291,217224.298,275840061,226461.252,280955290,234289.549,286016125,231737.739,291051001,236222.592,296114536,251199.372,301278295,261129.127,306595214,273078.907,312079307,283115.526,317721161,286080.031,323531149,292634.382,329488935,294918.924,335581557,300234.21,341822043,305081.7842,348195697,309928.9685
Mongolia,MNG,2184145,8301.04,2217918,8829.31,2243502,9417.96,2263200,8675.53,2280496,8196.23,2298039,8988.85,2316567,8385.44,2335695,8555.4,2355590,8608.3,2376162,8915.58,2397436,9217.95,2419776,7928.15,2443659,6474.45,2469286,6184.46,2496832,6022.86,2526446,6291.43,2558012,6500.67,2591670,6710.63,2628131,6868.32,2668289,7214.2,2712650,6134.42,2761516,6195.7642,2814226,6257.1084
"Northern Mariana Islands",MNP,42538,4.78574,45249,5.11676,47919,5.45371,50602,5.79558,53380,6.14504,56278,6.46383,59364,6.83759,62528,7.22101,65474,7.60252,67755,7.98395,69094,8.35745,69388,8.73839,68763,9.11385,67422,9.48354,65663,9.85446,63744,10.224,61688,10.5398,59513,10.8867,57431,11.2675,55674,11.6763,54424,12.1211,53786,12.242311,53718,12.363522
Mozambique,MOZ,13247649,11782.7,13591970,9817.95,14071231,15253,14636995,8669.22,15217044,10308.4,15759132,10706.7,16248232,9338.05,16701351,9044.58,17136780,12347.7,17584869,11161.7,18067687,12970.3,18588758,12013.5,19139658,10821.4,19716598,11820.5,20312705,11787.3,20923070,13749.5,21547463,7857.2,22188387,8173.63,22846758,8517.49,23524063,9218.47,24221405,9772.32,24939005,9870.0432,25676606,9967.7664
Mauritania,MRT,2030140,3543.17,2085202,3655.78,2141445,3572.94,2199791,3651.78,2261403,3591.54,2327075,3610.57,2397245,3815.52,2471598,4074.16,2549223,4255.32,2628803,4578.15,2709359,4735.44,2790729,4942.44,2873228,5070.14,2957117,5188.64,3042823,5284.84,3130720,5367.73,3220653,5463.29,3312665,5589.7,3407541,5713.89,3506288,5856.1,3609543,5962.34,3717672,6021.9634,3830239,6081.5868
Mauritius,MUS,1058775,210.108,1070266,206.989,1084441,211.12,1097374,212.56,1112846,215.058,1122457,220.616,1133996,223.829,1148284,226.147,1160421,231.032,1175267,232.025,1186873,246.582,1196287,261.133,1204621,256.341,1213370,259.026,1221003,271.391,1228254,273.247,1233996,280.004,1239630,284.473,1244121,290.975,1247429,296.328,1250400,305.257,1252404,308.30957,1255882,311.36214
Malawi,MWI,9437553,4047,9641153,3724.44,9729717,4646.05,9755857,3580.79,9796976,3798.52,9909088,3873.99,10109789,3686.54,10381862,3615.32,10704744,3962.97,11044356,3776.36,11376172,3908.24,11695863,3885.75,12013711,3957.6,12336687,4060.61,12676038,3970.96,13039711,4116.02,13429262,4124.78,13840969,4165.46,14271234,4199.96,14714602,4263.5,15167095,4538.53,15627618,4583.9153,16097305,4629.3006
Malaysia,MYS,18038321,23620,18529454,23417.2,19012724,27972.9,19494967,26728.6,19986894,25943.2,20495597,28345.1,21023321,27965.8,21565325,29763.9,22113464,37635.1,22656286,29006.1,23185608,29308.9,23698907,28515.1,24198811,31533.8,24688703,30951.4,25174109,34816.1,25659393,36582.9,26143566,33523.8,26625845,33488.2,27111069,35305.8,27605383,37721.6,28112289,33598.7,28635128,33934.687,29170456,34270.674
"North America",NAC,277473326,714823.5812,281211703,708821.2707,285092192,706618.8345,288811320,706494.3629,292297226,719746.8384,295691746,714152.1052,299126029,696626.9665,302704697,687839.5834,306162843,692751.6326,309600485,673069.0423,312993944,658805.5171,316113359,654490.8384,319050105,657823.2319,321847258,662416.5822,324864038,658640.9943,327892753,646943.3213,331014940,648751.7162,334184023,650999.9614,337405012,655677.4193,340465736,632553.879,343408819,629268.3529,346051624,620667.1411,348808615,606687.0793
Namibia,NAM,1414692,3553.45,1465740,3516.09,1513721,3953.51,1559983,3183.14,1606718,3298.96,1655359,3309.89,1706489,3154.96,1758994,3242.64,1810566,3297.06,1858042,3982.46,1899257,4581.63,1933596,4296.71,1962147,4522.03,1986535,4754.09,2009228,5051.16,2032196,5251.26,2055734,4441,2079915,4907.13,2106375,4941.96,2137040,4935.38,2173170,4997.54,2215621,5047.5154,2263934,5097.4908
"New Caledonia",NCL,170899,201.162,175362,208.965,179799,211.022,184496,206.654,189482,199.646,193816,197.506,197564,198.852,201418,198.313,205279,199.024,209214,200,213230,199.529,217324,200.42,221490,202.707,225296,203.625,228750,205.058,232250,206.743,235750,207.621,239250,209.507,242750,211.521,245950,207.438,249750,210.516,254350,212.62116,259000,214.72632
Niger,NER,8012861,4462.32,8272976,4616.32,8549424,4916.08,8842415,4969.81,9151763,5175.19,9477333,5314.21,9819964,5462.22,10180061,5622.44,10556549,5819.35,10947829,5967.7,11352973,6123.12,11771976,5951.29,12206002,5151.85,12656870,5257.9,13127012,5311.73,13618449,5979.32,14132064,6027.77,14668338,6242.81,15228525,6252.73,15813913,6480.56,16425578,6723.25,17064636,6790.4825,17731634,6857.715
Nigeria,NGA,95269988,65221.7,97726323,68106.3,100221563,72132.3,102761737,73635.1,105355783,72046.3,108011465,76429,110732904,82757.3,113522705,81362.7,116385750,78417.4,119327073,77210.7,122352009,82741.6,125463434,84872.5,128666710,78177.8,131972533,83059.6,135393616,84941,138939478,84367.4,142614094,93048.5,146417024,102391,150347390,96143.2,154402181,85897.3,158578261,88021.5,162877076,88901.715,167297284,89781.93
Nicaragua,NIC,4144565,4811.11,4236801,4240.94,4331277,4521.1,4426580,5035.93,4520725,5086.28,4612228,4634.88,4700779,4624.33,4786640,4832.87,4869626,5904.26,4949660,5194.69,5026796,5564.9,5100750,5547.16,5171734,5644.02,5240879,5950.79,5309703,5775.63,5379328,6044.09,5450211,5978.06,5522106,6117.7,5594506,6198.6,5666581,6261.26,5737723,6364.58,5807820,6428.2258,5877108,6491.8716
Netherlands,NLD,14951510,30168.9,15069798,30799.9,15184166,30875.5,15290368,30511.5,15382838,29922.5,15459006,29441.9,15530498,29275.2,15610650,27868.2,15707209,26750.4,15812088,25423.8,15925513,24411.9,16046180,24013.3,16148929,22986,16225302,22046.9,16281779,22270.2,16319868,21419.7,16346101,20875.8,16381696,20543.4,16445593,20590,16530388,20156.3,16615394,20288.2,16693074,19593.1422,16754962,19025.82239
Norway,NOR,4241473,14236.8,4261732,14470.3,4286401,14899.9,4311991,15025.3,4336613,15754.4,4359184,16260.7,4381336,17332.7,4405157,17419.3,4431464,16836.5,4461913,16708.7,4490967,17311.7,4513751,17608.1,4538159,18036.2,4564855,18486.8,4591910,18231.3,4623291,17287,4660677,17130.1,4709153,17682,4768212,17700.7,4828726,17407.4,4889252,17148,4953088,16914.35758,5018573,16408.94215
Nepal,NPL,18749406,20285.7,19245054,19905.8,19773772,18952.8,20321175,19991.4,20867130,19773.4,21396384,20748.7,21903379,20859.9,22389803,20888.6,22856305,20895.7,23305994,21328.6,23740911,21206.1,24161777,21227.4,24566342,21432.3,24950623,21815,25309449,21977.6,25640287,22316.9,25940618,22547.3,26214847,22806.1,26475859,23063.9,26741103,23517.9,27023137,23512,27327147,23747.12,27649925,23982.24
Nauru,NRU,9155,1.91369,9348,1.9935,9546,2.05859,9719,2.12209,9857,2.17656,9969,2.2334,10029,2.28579,10057,2.34118,10046,2.40212,10040,2.46328,10037,2.52435,10052,2.58734,10080,2.64532,10106,2.7004,10126,2.75705,10114,2.81398,10071,2.86459,10002,2.92686,9947,2.99448,9945,3.06831,10025,3.14826,10057,3.1797426,10279,3.2112252
"New Zealand",NZL,3329800,26690.4,3495100,26348.4,3531700,26034.4,3572200,26117.6,3620000,26968.8,3673400,27143,3732000,26946,3781300,27280.9,3815000,26669.8,3835100,26464.4,3857700,26583.9,3880500,26818.7,3948500,27434.5,4027200,27539.7,4087500,27658.5,4133900,27516.3,4184600,27816.9,4223800,27618,4259800,27575.6,4302600,27948.1,4350700,28132.9,4384000,28307.4775,4408100,28657.655
"OECD members",OED,1072793105,1797310.951,1082472189,1772709.945,1092297098,1745385.037,1101667703,1715903.796,1110542679,1730527.879,1119229507,1717326.083,1127684727,1710788.315,1136083409,1701402.597,1144146467,1695741.927,1152210193,1653660.845,1160068208,1645942.275,1168255846,1642410.05,1176489220,1633100.094,1184744057,1624324.838,1193061799,1611368.915,1201387655,1593799.285,1210090990,1588651.687,1219114314,1605715.565,1228624922,1595557.513,1237366149,1576163.363,1245479028,1570008.789,1251781641,1558131.857,1259608786,1540521.081
Oman,OMN,1812160,6167.78,1893771,6088.54,1983277,6398.03,2072111,6675.33,2148428,6359.72,2204283,6834.25,2236666,7162.94,2249773,7820.73,2251875,7701.88,2254918,8478.57,2267991,10332.3,2294787,12250,2334285,12937.5,2385255,13988.7,2444751,14011.1,2511269,14555.1,2582991,15302.9,2662762,15236.2,2759014,15623.2,2882942,15781.5,3041460,16527.1,3237268,16692.371,3464644,16857.642
"Other small states",OSS,17470899,33378.6659,17850910,32164.8111,18191020,36007.0145,18507861,31811.7783,18829542,33164.4847,19149327,34625.4871,19478909,34470.7897,19820997,37580.1236,20170823,42202.0298,20549707,42129.1223,20939372,43823.9287,21324121,46371.7049,21722065,47671.1619,22141340,48299.0011,22600520,51801.6907,23112789,53582.732,23681565,53849.6276,24300791,57495.7848,24955735,64559.907,25615419,66321.4382,26267053,76667.6632,26900149,77261.12296,27529595,77946.76523
Pakistan,PAK,107678614,90807.8,110730420,92710.9,113747135,93584.5,116749560,97419.6,119769556,98780,122829148,101204,125938339,105642,129086987,108132,132253264,111268,135405584,114609,138523285,117125,141601437,119015,144654143,122897,147703401,129409,150780300,134273,153909667,138674,157093993,142329,160332974,146915,163644603,150647,167049580,154356,170560182,155232,174184265,156784.32,177911533,158336.64
Panama,PAN,2471009,2769.23,2523181,2807.38,2576018,2846.28,2629644,2885.29,2684183,2932.55,2739730,2936.84,2796344,2928.68,2853941,2747.06,2912328,2937.43,2971197,2769.95,3030347,2789.36,3089684,3145.51,3149265,3155.57,3209174,3147.6,3269541,3207.01,3330465,3224.99,3391905,3276.79,3453807,3322.56,3516268,3373.93,3579385,3347.16,3643222,3311.55,3707782,3344.6655,3772938,3377.781
Peru,PER,21826658,13575.5,22283128,13235.5,22737056,13392.3,23184228,13729,23619356,13807.5,24038760,14553.4,24441074,14838.1,24827406,14946.7,25199748,15717.5,25561299,15528.8,25914879,16352.6,26261363,15281.7,26601467,15422.8,26937738,15854.5,27273194,15691.7,27610410,16676.3,27949944,16722,28292724,17268.9,28641980,17283.5,29001507,17913.2,29373646,18942.6,29759989,19132.026,30158966,19321.452
Philippines,PHL,61947348,41547.7,63508459,42009.8,65075486,41318.9,66650247,41601.7,68236230,43687.9,69835715,44796.2,71446107,47850,73064764,47845.5,74693695,44694.8,76335812,49218.1,77991569,49911.2,79665315,50934,81352060,50168.1,83031954,50882.1,84678493,52140.7,86274237,53173.1,87809419,54013.3,89293490,55297.1,90751864,56378,92220879,57219.3,93726624,56048.8,95277940,56609.288,96866642,57169.776
Palau,PLW,15088,1.13335,15474,1.15179,15894,1.17426,16342,1.19907,16806,1.22373,17253,1.24641,17691,1.26992,18123,1.29147,18524,1.31056,18879,1.32687,19175,1.34017,19404,1.33863,19574,1.33359,19700,1.32612,19804,1.31742,19906,1.30843,20012,1.31332,20116,1.31817,20228,1.32378,20342,1.32889,20470,1.33401,20599,1.3473501,20758,1.3606902
"Papua New Guinea",PNG,4313059,2424.4,4423007,5481.97,4535520,4905.75,4651169,2604.4,4770606,4793.95,4894276,2114.98,5022437,1839.66,5154910,13662,5291178,2480.12,5430479,1574.1,5572222,2000.91,5716152,1891.23,5862316,2036.85,6010724,1679.55,6161517,2106.86,6314709,1913.68,6470272,1956.89,6627922,1814.82,6787187,1993.82,6947447,2114.87,7108239,2100.85,7269348,2121.8585,7430836,2142.867
Poland,POL,38110782,107611,38246193,102690,38363667,99806.2,38461408,87012.9,38542652,87580.5,38594998,85033.2,38624370,79021.2,38649660,78270.2,38663481,70049.2,38660271,67079.7,38258629,72793.5,38248076,72471.3,38230364,71689,38204570,71581.5,38182222,69934.9,38165445,70600.3,38141267,69934.2,38120560,66911.5,38125759,65405.2,38151603,65319.7,38042794,65475.1,38063255,65195.43074,38063164,65071.20147
"Pre-demographic dividend",PRE,417158756,540872.145,429531376,462205.758,442573477,606239.473,456086696,464491.345,469790790,498783.726,483495980,529307.549,497126039,507135.29,510777895,504259.982,524647448,516452.248,539018066,503443.576,554097477,534962.903,569959700,548842.783,586553190,529106.639,603809871,525591.957,621611464,544541.84,639876871,559628.645,658586521,689730.847,677788806,922027.376,697549138,717259.654,717959651,708116.347,739082260,699169.539,760942116,706161.2344,783505835,713152.9298
"Puerto Rico",PRI,3537000,1823.6,3562110,1874.02,3585176,1710.92,3615497,1769.91,3649237,1831.12,3683103,1821.92,3724655,1878.61,3759430,1951.06,3781101,1997.38,3800081,2038.73,3810605,2100.72,3818774,2141.65,3823701,2178.72,3826095,2220.35,3826878,2205.36,3821362,2220.95,3805214,2226.77,3782995,2244.06,3760866,2262.27,3740410,2312.21,3721525,2358.8,3678732,2382.388,3634488,2405.976
"Korea, Dem. People’s Rep.",PRK,20293054,21625.5,20609150,20524.7,20937404,20496.9,21265834,19234.7,21577982,18315.8,21862299,17775.1,22113548,17280.8,22335638,17178.4,22537336,15813.5,22731985,16813.1,22929075,17323.7,23131810,17805.8,23336681,17479.9,23538540,17811.2,23729498,18331.6,23904167,19300.6,24061097,19442,24203289,18003.3,24335146,18704.3,24463021,18480.6,24591599,18611.2,24722298,18797.312,24854034,18983.424
Portugal,PRT,9983218,9866.78,9960235,10033.7,9952494,10118.4,9964675,10247.4,9991525,10453.7,10026176,10570.9,10063945,10787,10108977,11163.6,10160196,11710.9,10217828,11805.3,10289898,12289.6,10362722,12449.5,10419631,12593.1,10458821,12949.9,10483861,12479,10503330,13646.3,10522288,12958.7,10542964,13010.8,10558177,13029.7,10568247,12757.3,10573100,12599,10557560,12881.13364,10514844,12976.01829
Paraguay,PRY,4213742,15500.9,4323410,14373.5,4432736,15156.5,4541902,16648.5,4651225,14926.3,4760850,16462.2,4870694,16733.4,4980344,16856.4,5089310,14961.9,5196937,18689.7,5302700,15184.3,5406624,17946.1,5508611,16365.9,5607950,16081.4,5703740,15224.9,5795494,15798.5,5882796,14562.8,5966159,14494.5,6047117,14520,6127837,15033.6,6209877,15927.2,6293783,16086.472,6379219,16245.744
"Pacific island small states",PSS,1694408,3107.77483,1721262,2646.11413,1750902,2236.07908,1782065,2399.37835,1812877,2534.23285,1841944,2612.326,1869026,2649.19234,1894564,2670.58989,1918741,2612.51804,1941848,2557.64233,1964216,2593.57933,1985712,2657.4477,2006448,2642.26197,2027212,2640.94683,2049025,2644.74886,2072665,2640.60018,2098492,2643.61844,2126235,2645.51553,2155339,2648.07034,2184837,2630.13541,2214096,2622.27597,2242763,2648.49873,2271298,2674.721489
"Post-demographic dividend",PST,964601905,1683884.839,970905787,1665798.885,977731114,1640451.951,984287544,1615415.234,989994337,1621420.196,995414348,1595656.801,1000643919,1586183.835,1005863664,1568131.888,1010698895,1551209.244,1015607144,1522440.101,1020591853,1503816.818,1025668441,1489337.584,1030742327,1475265.489,1035918962,1462837.321,1041303140,1446314.695,1046610820,1418476.369,1052236684,1411152.984,1058174510,1426174.555,1064603304,1410833.593,1070107590,1391965.251,1075131208,1385475.148,1078064180,1371808.549,1082727404,1352776.954
"French Polynesia",PYF,198375,70.6834,202016,72.5529,205266,74.8705,208345,76.8118,211579,77.4795,215196,77.7781,219283,78.1545,223731,77.6425,228376,79.776,232952,81.6546,237258,84.1631,241273,84.2617,245006,83.9911,248499,85.8599,251775,85.8839,254886,88.1548,257832,89.0267,260594,91.0906,263179,93.1814,265581,95.172,267820,97.1142,269843,98.085342,271703,99.056484
Qatar,QAT,476445,4399.54,487491,4593.94,495517,4827.64,501566,4900.27,507095,5009.92,513455,5034.04,522304,5720.73,534608,8603.23,550430,9446.69,569447,11774.1,592267,13258.2,616886,13459,645659,14223.5,688586,15442.1,758855,18028.9,864863,18799.8,1010382,20850.2,1189633,23870.6,1389342,28466.8,1590780,31543.2,1779676,40317.7,1952054,40720.877,2109568,41124.054
