Country_Name,Country_Code,pop_1990,emissions_90,per_capita_90,pop_1991,emissions_91,per_capita_91,pop_1992,emissions_92,per_capita_92,pop_1993,emissions_93,per_capita_93,pop_1994,emissions_94,per_capita_94,pop_1995,emissions_95,per_capita_95,pop_1996,emissions_96,per_capita_96,pop_1997,emissions_97,per_capita_97,pop_1998,emissions_98,per_capita_98,pop_1999,emissions_99,per_capita_99,pop_2000,emissions_00,per_capita_00,pop_2001,emissions_01,per_capita_01,pop_2002,emissions_02,per_capita_02,pop_2003,emissions_03,per_capita_03,pop_2004,emissions_04,per_capita_04,pop_2005,emissions_05,per_capita_05,pop_2006,emissions_06,per_capita_06,pop_2007,emissions_07,per_capita_07,pop_2008,emissions_08,per_capita_08,pop_2009,emissions_09,per_capita_09,pop_2010,emissions_10,per_capita_10,pop_2011,emissions_11,per_capita_11,pop_2012,emissions_12,per_capita_12
"United States",USA,249623000,637636000,2.5543960292120516,252981000,627323000,2.4797237737221374,256514000,623194000,2.4294736349672923,259919000,617080000,2.3741242463998398,263126000,615255000,2.3382523961904185,266278000,604505000,2.2702025702461337,269394000,598692000,2.222365754248424,272657000,589672000,2.162687919253861,275854000,577778000,2.094506514315544,279040000,568261000,2.0364858084862387,282162411,556609000,1.9726546779471628,284968955,551411000,1.9349862163055622,287625193,550977000,1.9156075803137314,290107933,551252000,1.9001617580722965,292805298,544113000,1.8582758020997283,295516599,538396000,1.82188073976853,298379912,540769000,1.8123505579691974,301231207,542996000,1.8025888001703623,304093966,547798000,1.8014102917122663,306771529,528695000,1.7234161257513567,309338421,524709000,1.6962296448781575,311644280,514948822.5,1.6523608984576903,313993272,499809345,1.591783613121494
