Country_Name,Country_Code,pop_1990,emissions_90,pop_1991,emissions_91,pop_1992,emissions_92,pop_1993,emissions_93,pop_1994,emissions_94,pop_1995,emissions_95,pop_1996,emissions_96,pop_1997,emissions_97,pop_1998,emissions_98,pop_1999,emissions_99,pop_2000,emissions_00,pop_2001,emissions_01,pop_2002,emissions_02,pop_2003,emissions_03,pop_2004,emissions_04,pop_2005,emissions_05,pop_2006,emissions_06,pop_2007,emissions_07,pop_2008,emissions_08,pop_2009,emissions_09,pop_2010,emissions_10,pop_2011,emissions_11,pop_2012,emissions_12
Lebanon,LBN,2703016,698063,2752462,733521,2821862,758014,2900854,779919,2974640,798273,3033394,807640,3070960,844039,3092670,857373,3113951,888003,3156646,893603,3235366,904602,3359859,913621,3522837,945674,3701464,965734,3863267,975860,3986852,1022760,4057350,1040910.0000000001,4086466,1060390,4111047,1089560,4183156,1110480,4337141,1127220,4588368,1138492.2,4916404,1149764.4
Liberia,LBR,2097232,889681,2060267,845158,2022729,826081,2000248,773638,2012885,756619,2073482,771495,2191179,815302,2358469,898083,2551062,1001580,2734518,1103740,2884522,1155650,2991132,1274890,3062863,1248100,3116233,1242800,3176414,1328260,3261230,1317340,3375838,1484910,3512932,1612700,3662993,1621160,3811528,1551050,3948125,1554590,4070167,1570135.9,4181563,1585681.8
Libya,LBY,4436661,16757700,4544293,17183200,4651004,15135900,4755289,14508200,4855003,14747000,4948798,15680400,5035884,16057800,5117269,14275200,5195502,13670800,5274163,12584800,5355751,13092200,5440566,12532000,5527515,12341200,5615952,14033900,5704759,14725400,5792688,16454599.999999998,5881435,17560000,5970362,17615100,6053078,18067200,6121053,17740500,6169140,18132300,6193501,18313623,6198258,18494946
"St. Lucia",LCA,138185,36971.8,140156,37251.399999999994,141925,37522.9,143565,37707.6,145247,37990.9,147044,38250.6,149004,38400.9,151086,38563.7,153183,38830.2,155172,39160.5,156949,39580.5,158464,39892,159763,40213.700000000004,160973,40516.6,162251,40879.5,163714,41170.7,165407,41534,167288,41909.3,169220,42297.3,171022,42445.1,172580,42859.1,173832,43287.691,174835,43716.282
"Sri Lanka",LKA,17329713,11514100,17539633,11004500,17740637,10936200,17928576,11250200,18098348,11725600,18247121,11606000,18372120,10063400,18476505,9841130,18570701,9315240,18669103,9895280,18781938,9606100,18913054,9249790,19059300,9543280,19215307,10086100,19372538,9113360,19524558,10292000,19670151,10361200,19810789,11011300,19945832,11351400,20075086,10973900,20198353,11630900,20315017,11747209,20425000,11863518
Lesotho,LSO,1603938,1137700,1634517,1146640,1667121,1289180,1700362,1230190,1732257,1206660,1761359,1184240,1787273,1126680,1810453,1105450,1831298,1098870,1850527,1222210,1868699,1148950,1885955,1123950,1902312,1318610,1918097,1306570,1933728,1090100,1949543,1215920,1965662,1207950,1982287,1228990,1999930,1244200,2019209,1253560,2040551,1261450,2064166,1274064.5,2089928,1286679
Lithuania,LTU,3697838,7602370,3704134,7393740,3700114,6889020,3682613,5942060,3657144,5414640,3629102,5156030,3601613,5082840,3575137,5105410,3549331,5161280,3524238,5023550,3499536,4999930,3470818,4856210,3443067,5105070,3415213,4996950,3377075,5053580,3322528,5042950,3269909,5096410,3231294,5095970,3198231,5159290,3162916,5079980,3097282,5052300,3028115,4942793.157,2987773,4805602.313999999
Luxembourg,LUX,381850,979375,387000,1113360,392175,1174970,397475,1183850,402925,1224480,408625,1249170,414225,1028369.9999999999,419450,1115740,424700,1030589.9999999999,430475,1026599.9999999999,436300,1018690,441525,1094930,446175,1050960,451630,1043920.0000000001,458095,993759,465158,1053290,472637,1070370,479993,1116440,488650,1146490,497783,1279890,506953,1235760,518347,1224605.793,530946,1169316.186
Latvia,LVA,2663151,5468300,2650581,5483540,2614338,5277010,2563290,4691500,2520742,3544860,2485056,3155760,2457222,3166830,2432851,3088530,2410019,3027510,2390482,2937600,2367550,2839510,2337170,2930620,2310173,3416830,2287955,3071810,2263122,3119340,2238799,3104890,2218357,3164910,2200325,3170820,2177322,3191920,2141669,3259720,2097555,3227460,2059709,3220435.8649999998,2034319,3181146.73
"Macao SAR, China",MAC,343935,84956.1,353764,88996.79999999999,362459,92988,370345,96955.1,377960,100614,385686,103760,393567,107273,401564,109757,409837,112262,418604,114338,427979,114222,438081,115698,448896,116691,460147,118447,471453,121722,482559,126258,493320,129756,503823,134620,514348,139820,525313,143610,536969,147623,549439,149099.23,562531,150575.46
Morocco,MAR,24879136,9223910,25336862,9073260,25791494,9023310,26237417,8337809.999999999,26667048,8145200,27075232,8301610.000000001,27460603,8576520,27825901,8869600,28175263,9018370,28514798,9319880,28849621,9600260,29181832,9659440,29512368,9684070,29843937,9993330,30179285,10366500,30521070,10601400,30869346,10883400,31225881,11080800,31596855,11254000,31989897,11300800,32409639,11776900,32858823,11894669,33333789,12012438
Moldova,MDA,3696000,4085620,3704000,4166060.0000000005,3706000,4528940,3701000,4259540,3691000,4053610,3675099,3863140,3667748,3692430,3654208,3514060,3652732,3488610,3647001,3354890,3639592,3253460,3631462,3159850,3623062,3427340,3612874,3564440,3603945,3534880,3595187,3538930,3585209,3468770,3576910,3425500,3570108,3375960,3565604,3362180,3562045,3415090,3559986,3435500.13,3559519,3455917.2589999996
Madagascar,MDG,11598633,17045900,11942819,16290700,12301336,18576000,12675460,16406000,13066543,16801100,13475400,17089700,13902688,16644700,14347854,16552099.999999998,14808791,19526700,15282521,19053200,15766806,17889600,16260932,17378000,16765117,15615800,17279141,17107700,17802997,16280400,18336724,19215000,18880268,16887400,19433523,17821100,19996469,18737600,20569121,19214900,21151640,19676200,21743949,19872962,22346573,20069724
Maldives,MDV,223215,24863.9,229754,25532.399999999998,236190,26181.8,242459,26887.1,248433,27981.6,254082,29016.9,259327,29805.399999999998,264275,30619.6,269206,31728.3,274484,32901.4,280384,34215.7,287027,35404.4,294341,37253,302209,38589.399999999994,310423,40074.7,318836,41654.7,327371,43553.4,336070,45372.5,345054,47262.9,354501,49202.399999999994,364511,51282.5,375131,51795.325,386203,52308.149999999994
Mexico,MEX,85357874,98920000,87071512,90509000,88828310,87886200,90600453,89874500,92349147,90298100,94045579,98827100,95687452,100990000,97281739,102966000,98821456,117134000,100300579,102975000,101719673,103267000,103067068,108353000,104355608,112133000,105640453,112895000,106995583,110196000,108472228,113875000,110092378,112932000,111836346,114028000,113661809,115609000,115505228,115122000,117318941,115869000,119090017,116298956.69999999,120828307,116704583.3
"Marshall Islands",MHL,47298,4835.7,48475,5061.57,49378,5266.339999999999,50048,5430.65,50575,5588.12,51015,5725.94,51401,5944.92,51692,6043.16,51925,6072.2300000000005,52079,6101.29,52159,6133.91,52183,6195.64,52158,6278.55,52116,6386,52074,6518.849999999999,52055,6659.03,52078,6806.26,52137,7004.81,52218,7228.240000000001,52320,7454.0199999999995,52425,7705.129999999999,52542,7782.1813,52663,7859.2326
"Macedonia, FYR",MKD,1996228,1662290,1993302,1619130,1988659,1471410,1984028,1470390,1981703,1463100,1983252,1464520,1989443,1488660,1999599,1432060,2012057,1401280,2024394,1381640,2034819,1489650,2042842,1450780,2048928,1430100,2053426,1443970,2057047,1476080,2060272,1417650,2063145,1408390,2065458,1381050,2067378,1376200,2069093,1350100,2070739,1368330,2072383,1382013.3,2074036,1395696.6
Mali,MLI,8465188,9439270,8652514,8888360,8868263,9409420,9105472,9408810,9353385,9743760,9604450,10426400,9856810,10622000,10114094,10941400,10380835,11545900,10663723,11651900,10967690,11686300,11293258,12415300,11638929,12005300,12005128,12613700,12391906,13488900,12798763,13685500,13227064,14234300,13675606,16597500,14138216,17437900,14606597,17521700,15075085,17687800,15540989,17864678,16006670,18041556
Malta,MLT,354170,183403,363845,190267,367618,195606,371308,201036,374797,204982,377419,209257,379905,217008,382791,225205,385287,225183,387578,228749,390087,230238,393028,233419,395969,235167,398582,237049,401268,242839,403834,244332,405308,247165,406724,248802,409379,234124,412477,233673,414508,235227,416268,187308.0377,420028,140942.77539999998
Myanmar,MMR,40626250,83992900,41190156,73169600,41711465,104832000,42209778,87225000,42712223,78610900,43237792,89854000,43793310,69498000,44371525,68861000,44959935,70730500,45539435,92598900,46095462,66941700,46627994,92155400,47140220,68437600,47624894,72658400,48073707,90593000,48482614,78231200,48846474,75320300,49171586,77548200,49479752,76510700,49800690,76868300,50155896,79055400,50553031,79845954,50986514,80636508
Mongolia,MNG,2184145,8301040.000000001,2217918,8829310,2243502,9417960,2263200,8675530,2280496,8196230,2298039,8988850,2316567,8385440.000000001,2335695,8555400,2355590,8608300,2376162,8915580,2397436,9217950,2419776,7928150,2443659,6474450,2469286,6184460,2496832,6022860,2526446,6291430,2558012,6500670,2591670,6710630,2628131,6868320,2668289,7214200,2712650,6134420,2761516,6195764.199999999,2814226,6257108.4
"Northern Mariana Islands",MNP,42538,4785.74,45249,5116.76,47919,5453.71,50602,5795.58,53380,6145.04,56278,6463.83,59364,6837.589999999999,62528,7221.009999999999,65474,7602.52,67755,7983.95,69094,8357.45,69388,8738.390000000001,68763,9113.849999999999,67422,9483.539999999999,65663,9854.46,63744,10224,61688,10539.8,59513,10886.699999999999,57431,11267.5,55674,11676.3,54424,12121.1,53786,12242.311000000002,53718,12363.521999999999
Mozambique,MOZ,13247649,11782700,13591970,9817950,14071231,15253000,14636995,8669220,15217044,10308400,15759132,10706700,16248232,9338050,16701351,9044580,17136780,12347700,17584869,11161700,18067687,12970300,18588758,12013500,19139658,10821400,19716598,11820500,20312705,11787300,20923070,13749500,21547463,7857200,22188387,8173630,22846758,8517490,23524063,9218470,24221405,9772320,24939005,9870043.2,25676606,9967766.4
Mauritania,MRT,2030140,3543170,2085202,3655780,2141445,3572940,2199791,3651780,2261403,3591540,2327075,3610570,2397245,3815520,2471598,4074160,2549223,4255320,2628803,4578150,2709359,4735440,2790729,4942440,2873228,5070140,2957117,5188640,3042823,5284840,3130720,5367730,3220653,5463290,3312665,5589700,3407541,5713890,3506288,5856100,3609543,5962340,3717672,6021963.399999999,3830239,6081586.8
Mauritius,MUS,1058775,210108,1070266,206989,1084441,211120,1097374,212560,1112846,215058,1122457,220616,1133996,223829,1148284,226147,1160421,231032,1175267,232025,1186873,246582,1196287,261132.99999999997,1204621,256341,1213370,259026,1221003,271391,1228254,273247,1233996,280004,1239630,284473,1244121,290975,1247429,296328,1250400,305257,1252404,308309.57,1255882,311362.14
Malawi,MWI,9437553,4047000,9641153,3724440,9729717,4646050,9755857,3580790,9796976,3798520,9909088,3873990,10109789,3686540,10381862,3615320,10704744,3962970,11044356,3776360,11376172,3908240,11695863,3885750,12013711,3957600,12336687,4060610,12676038,3970960,13039711,4116020.0000000005,13429262,4124779.9999999995,13840969,4165460,14271234,4199960,14714602,4263500,15167095,4538530,15627618,4583915.3,16097305,4629300.6
Malaysia,MYS,18038321,23620000,18529454,23417200,19012724,27972900,19494967,26728600,19986894,25943200,20495597,28345100,21023321,27965800,21565325,29763900,22113464,37635100,22656286,29006100,23185608,29308900,23698907,28515100,24198811,31533800,24688703,30951400,25174109,34816100,25659393,36582900,26143566,33523800.000000004,26625845,33488199.999999996,27111069,35305800,27605383,37721600,28112289,33598700,28635128,33934687,29170456,34270674
Namibia,NAM,1414692,3553450,1465740,3516090,1513721,3953510,1559983,3183140,1606718,3298960,1655359,3309890,1706489,3154960,1758994,3242640,1810566,3297060,1858042,3982460,1899257,4581630,1933596,4296710,1962147,4522030,1986535,4754090,2009228,5051160,2032196,5251260,2055734,4441000,2079915,4907130,2106375,4941960,2137040,4935380,2173170,4997540,2215621,5047515.4,2263934,5097490.8
"New Caledonia",NCL,170899,201162,175362,208965,179799,211022,184496,206654,189482,199646,193816,197506,197564,198852,201418,198313,205279,199024,209214,200000,213230,199529,217324,200420,221490,202707,225296,203625,228750,205058,232250,206743,235750,207621,239250,209507,242750,211521,245950,207438,249750,210516,254350,212621.16,259000,214726.31999999998
Niger,NER,8012861,4462320,8272976,4616320,8549424,4916080,8842415,4969810,9151763,5175190,9477333,5314210,9819964,5462220,10180061,5622440,10556549,5819350,10947829,5967700,11352973,6123120,11771976,5951290,12206002,5151850,12656870,5257900,13127012,5311730,13618449,5979320,14132064,6027770,14668338,6242810,15228525,6252730,15813913,6480560,16425578,6723250,17064636,6790482.5,17731634,6857715
Nigeria,NGA,95269988,65221700,97726323,68106300,100221563,72132300,102761737,73635100,105355783,72046300,108011465,76429000,110732904,82757300,113522705,81362700,116385750,78417400,119327073,77210700,122352009,82741600,125463434,84872500,128666710,78177800,131972533,83059600,135393616,84941000,138939478,84367400,142614094,93048500,146417024,102391000,150347390,96143200,154402181,85897300,158578261,88021500,162877076,88901715,167297284,89781930
Nicaragua,NIC,4144565,4811110,4236801,4240940,4331277,4521100,4426580,5035930,4520725,5086280,4612228,4634880,4700779,4624330,4786640,4832870,4869626,5904260,4949660,5194690,5026796,5564900,5100750,5547160,5171734,5644020,5240879,5950790,5309703,5775630,5379328,6044090,5450211,5978060,5522106,6117700,5594506,6198600,5666581,6261260,5737723,6364580,5807820,6428225.8,5877108,6491871.600000001
Netherlands,NLD,14951510,30168900,15069798,30799900,15184166,30875500,15290368,30511500,15382838,29922500,15459006,29441900,15530498,29275200,15610650,27868200,15707209,26750400,15812088,25423800,15925513,24411900,16046180,24013300,16148929,22986000,16225302,22046900,16281779,22270200,16319868,21419700,16346101,20875800,16381696,20543400,16445593,20590000,16530388,20156300,16615394,20288200,16693074,19593142.2,16754962,19025822.39
Norway,NOR,4241473,14236800,4261732,14470300,4286401,14899900,4311991,15025300,4336613,15754400,4359184,16260700,4381336,17332700,4405157,17419300,4431464,16836500,4461913,16708700,4490967,17311700,4513751,17608100,4538159,18036200,4564855,18486800,4591910,18231300,4623291,17287000,4660677,17130100,4709153,17682000,4768212,17700700,4828726,17407400,4889252,17148000,4953088,16914357.58,5018573,16408942.149999999
Nepal,NPL,18749406,20285700,19245054,19905800,19773772,18952800,20321175,19991400,20867130,19773400,21396384,20748700,21903379,20859900,22389803,20888600,22856305,20895700,23305994,21328600,23740911,21206100,24161777,21227400,24566342,21432300,24950623,21815000,25309449,21977600,25640287,22316900,25940618,22547300,26214847,22806100,26475859,23063900,26741103,23517900,27023137,23512000,27327147,23747120,27649925,23982240
Nauru,NRU,9155,1913.6899999999998,9348,1993.5,9546,2058.59,9719,2122.09,9857,2176.56,9969,2233.4,10029,2285.79,10057,2341.18,10046,2402.12,10040,2463.28,10037,2524.35,10052,2587.34,10080,2645.3199999999997,10106,2700.4,10126,2757.05,10114,2813.98,10071,2864.59,10002,2926.86,9947,2994.48,9945,3068.31,10025,3148.26,10057,3179.7426,10279,3211.2252
"New Zealand",NZL,3329800,26690400,3495100,26348400,3531700,26034400,3572200,26117600,3620000,26968800,3673400,27143000,3732000,26946000,3781300,27280900,3815000,26669800,3835100,26464400,3857700,26583900,3880500,26818700,3948500,27434500,4027200,27539700,4087500,27658500,4133900,27516300,4184600,27816900,4223800,27618000,4259800,27575600,4302600,27948100,4350700,28132900,4384000,28307477.5,4408100,28657655
Oman,OMN,1812160,6167780,1893771,6088540,1983277,6398030,2072111,6675330,2148428,6359720,2204283,6834250,2236666,7162940,2249773,7820730,2251875,7701880,2254918,8478570,2267991,10332300,2294787,12250000,2334285,12937500,2385255,13988700,2444751,14011100,2511269,14555100,2582991,15302900,2662762,15236200,2759014,15623200,2882942,15781500,3041460,16527099.999999998,3237268,16692371,3464644,16857642
Pakistan,PAK,107678614,90807800,110730420,92710900,113747135,93584500,116749560,97419600,119769556,98780000,122829148,101204000,125938339,105642000,129086987,108132000,132253264,111268000,135405584,114609000,138523285,117125000,141601437,119015000,144654143,122897000,147703401,129409000,150780300,134273000,153909667,138674000,157093993,142329000,160332974,146915000,163644603,150647000,167049580,154356000,170560182,155232000,174184265,156784320,177911533,158336640
Panama,PAN,2471009,2769230,2523181,2807380,2576018,2846280,2629644,2885290,2684183,2932550,2739730,2936840,2796344,2928680,2853941,2747060,2912328,2937430,2971197,2769950,3030347,2789360,3089684,3145510,3149265,3155570,3209174,3147600,3269541,3207010,3330465,3224990,3391905,3276790,3453807,3322560,3516268,3373930,3579385,3347160,3643222,3311550,3707782,3344665.5,3772938,3377781
