Country_Name,Country_Code,pop_1990,emissions_90,pop_1991,emissions_91,pop_1992,emissions_92,pop_1993,emissions_93,pop_1994,emissions_94,pop_1995,emissions_95,pop_1996,emissions_96,pop_1997,emissions_97,pop_1998,emissions_98,pop_1999,emissions_99,pop_2000,emissions_00,pop_2001,emissions_01,pop_2002,emissions_02,pop_2003,emissions_03,pop_2004,emissions_04,pop_2005,emissions_05,pop_2006,emissions_06,pop_2007,emissions_07,pop_2008,emissions_08,pop_2009,emissions_09,pop_2010,emissions_10,pop_2011,emissions_11,pop_2012,emissions_12
Cameroon,CMR,11715218,15980200,12060729,13669700,12408931,15115700,12758881,14641700,13109660,13388800,13460994,14466400,13812472,14437500,14165423,14660800,14523570,12960500,14891891,13175400,15274234,15842900,15671927,16304400,16084886,13538700,16513822,13444000,16959081,13852600,17420795,13699500,17899562,15852300,18395389,23834600,18907008,19927300,19432541,19356500,19970495,18153300,20520447,18334833,21082383,18516366
"Congo, Dem. Rep.",COD,34614581,98339500,35914825,73467000,37346147,142818000,38833595,59421600,40273701,78285600,41595744,81608000,42770544,63261300,43830146,58314700,44840529,66608000,45898667,50887200,47076387,63695200,48394338,58373700,49835756,65881700,51390033,52897500,53034217,63674200,54751476,57684800,56543011,95370300,58417562,189678000,60373608,69445700,62409435,69790800,64523263,73858900,66713597,74597489,68978682,75336078
"Congo, Rep.",COG,2440457,7194200,2507772,6184210,2577035,8773240,2648507,5686060,2722497,6307160,2799255,6688780,2879222,6418210,2962470,6504940,3048453,6793180,3136344,6206470,3225727,8049600,3315806,9139070,3407180,6029820,3502519,6569630,3605439,7337060,3718243,7691020,3842365,6577900,3976246,8726670,4115435,6662520,4253712,7632760,4386693,7015870,4512730,7086028.7,4633363,7156187.399999999
Colombia,COL,34271565,50252400,34916766,49461300,35558682,50728200,36195168,52097200,36823537,50995500,37441977,52588700,38049038,53947000,38645411,54285800,39234062,54309200,39819279,52083400,40403958,55118500,40988909,54537800,41572491,55418200,42152151,56243400,42724163,57499500,43285634,57745400,43835722,59691200,44374572,61599700,44901544,63054000,45416181,67210000,45918097,66646000,46406646,67312460,46881475,67978920
Comoros,COM,411594,181068,423872,184723,436448,189467,449274,193352,462277,198379,475394,203410,488627,208382,501953,212202,515385,218516,528848,225634,542357,223896,555888,231328,569479,237322,583211,235417,597228,240104,611627,245037,626425,251857,641620,255213,657229,260502,673252,276714,689692,278231,706569,281013.31,723868,283795.62
"Cabo Verde",CPV,341883,83230.3,349934,86777.6,359090,96839.7,369014,99315.6,379156,95460.9,389127,103164,398773,96525.40000000001,408175,101509,417323,108039,426285,110689,435079,110729,443716,114009,452106,116837,460147,121228,467664,125179,474567,128311,480795,131823,486438,135212,491723,138742,496963,143475,502384,148516,508067,150001.16,513979,151486.32
"Costa Rica",CRI,3095995,3768530,3175649,3757120,3257466,3725600,3341004,3612410,3425690,3343050,3510926,3051810,3596732,3049700,3682725,2982190,3767373,3048230,3848723,2951050,3925443,2916910,3996798,2848720,4063204,2767410,4125971,2729540,4187038,2682460,4247841,2434860,4308794,2344760,4369469,2254630,4429508,2167740,4488263,2249180,4545280,2269130,4600474,2291821.3000000003,4654122,2314512.6
"Caribbean small states",CSS,6021614,7145509.3,6070204,7434339.100000001,6124265,7866738.8,6181538,7921467.1,6238576,7569428.899999999,6292827,7751424.600000001,6343683,8221159.100000001,6392040,8140776.5,6438587,11051622.3,6484510,8702507.799999999,6530691,9304475.3,6577216,9937204.9,6623792,10765559,6670276,13202628,6716373,14449135,6761932,15091998.799999999,6806838,16792336.3,6851221,17385544.8,6895315,17577274.4,6939534,31138860.2,6984096,19350124.7,7029022,19543625.950000003,7074129,19737127.189999998
Cuba,CUB,10582081,12062100,10663585,11973600,10733363,11676100,10794135,10526200,10850585,10974800,10906043,10418500,10961012,11183700,11013983,10960800,11064097,10597600,11110004,10507800,11150736,10561000,11186542,10205000,11217998,10516800,11244885,10161600,11266941,9916920,11284253,9274160,11296233,8880390,11303687,8605030,11309754,8411360,11318602,8564510,11333051,8392080,11354651,8476000.799999999,11382146,8559921.6
"Cayman Islands",CYM,25010,17590.399999999998,26213,17729.1,27404,18224.6,28646,18658,30055,19320.6,31672,19868.4,33536,20343.1,35597,20647.8,37740,21130.600000000002,39808,21718.6,41687,22226.7,43316,22698.3,44738,23194.199999999997,46028,23630.8,47299,24100.4,48622,24561.2,50031,25106.7,51483,25874.300000000003,52926,26729.8,54279,27252.7,55507,28159.600000000002,56579,28441.196,57523,28722.791999999998
Cyprus,CYP,766614,440832,783129,456949,800609,466188,818751,484350,837110,516361.99999999994,855384,523482.99999999994,873423,539594,891192,553730,908704,561923,926050,563910,943286,568197,960282,584682,976966,611301,993563,626972,1010410,624110,1027658,617519,1045509,615024,1063712,615067,1081563,613006,1098076,620403,1112607,620073,1124835,631406.2116,1135062,642409.4232
"Czech Republic",CZE,10333355,18247200,10308578,17039200,10319123,15040800,10329855,13458300,10333587,12315500,10327253,11643600,10315241,12822700,10304131,12637700,10294373,11965500,10283860,11590400,10255063,12956900,10216605,12952200,10196916,12555400,10193998,12443700,10197101,12352300,10211216,12053900,10238905,12005900,10298828,12055600,10384603,11869200,10443936,11774600,10474410,12033400,10496088,11838243.26,10510785,11901933.510000002
Germany,DEU,79433029,115486000,80013896,109165000,80624598,102501000,81156363,97864800,81438348,94533200,81678051,92567900,81914831,89067100,82034771,86764000,82047195,83020100,82100243,80165700,82211508,76208100,82349925,72517000,82488495,68773200,82534176,66316700,82516260,63719100,82469422,61764000,82376451,60063700,82266372,59594500,82110097,57668800,81902307,58669300,81776930,57229700,80274983,57212634.24,80425823,55720818.480000004
Djibouti,DJI,590398,417598,606844,426421,615054,432697,618495,444674,622366,461055,630388,489385,643682,510570,660953,520461,680612,533015,700099,553419,717584,560647,732711,568698,746221,572888,758615,578238,770752,585847,783254,590597,796208,596296,809402,602611,822934,608952,836840,615884,851146,621610,865937,627826.1,881185,634042.2
Dominica,DMA,70926,36350.8,70842,36362.9,70970,36586.3,71210,36797.2,71373,37027.799999999996,71368,37294.3,71145,37482.2,70753,37620.9,70290,37801,69903,38076.1,69676,38138.399999999994,69670,38337.7,69824,38442.4,70093,38474.5,70379,38569.8,70627,38683.5,70807,38895.1,70950,39129.600000000006,71074,39303.5,71229,39566,71440,39819.7,71718,40217.897,72044,40616.094
Denmark,DNK,5140939,7981260,5154298,8132720,5171370,8183570,5188628,8329160,5206180,8199820,5233373,8201110.000000001,5263074,8204400,5284991,8267020,5304219,8235799.999999999,5321799,8068540,5339616,8129100,5358783,8257540.000000001,5375931,8107790,5390574,8054530,5404523,7963010,5419432,7956820,5437272,7845840,5461438,7816610,5493621,7863950,5523095,7659640,5547683,7763000,5570572,7633268.462,5591572,7602607.924
"Dominican Republic",DOM,7183647,6003020,7325622,6270910,7468551,7003660,7611465,6815300,7753052,6718430,7892423,6761380,8029113,6970820,8163472,6948170,8296375,6956290,8429112,6222550,8562622,6236760,8697126,6586180,8832285,6719890,8967760,6640310,9102998,6721980,9237566,6692430,9371338,6742770,9504353,6724890,9636520,6730430,9767758,6954390,9897985,6726430,10027095,6793694.3,10154950,6860958.6
Algeria,DZA,25912367,32299400,26554329,33404800.000000004,27181094,37487300,27786259,37397000,28362253,36376500,28904298,39603000,29411415,40620600,29886839,41836600,30335732,42815600,30765613,45719100,31183660,45052600,31592153,42262700,31995046,42247100,32403514,45121900,32831096,44789900,33288437,46737300,33777915,47475300,34300076,46547400,34860715,47436800,35465760,47045800,36117637,47575500,36819558,48051255,37565847,48527010
"Europe & Central Asia (excluding high income)",ECA,385427446,1049338580.0000001,387397109,994396430,389011005,957076210,390265543,927885330,390918548,865939490,391384579,822530930,391791161,829930050,392200932,770373270,392498014,810146420,392517924,767033030,392657969,799141030,392446165,795333860,392134307,824473440,392280391,853751060,392625999,833173610,393027492,853546980,393571334,856329240,394257705,873929420,395304586,902903720,397043992,885428580,399053204,927300760,401241932,928540688.4,403439691,936280811.9
Ecuador,ECU,10218091,10987200,10460990,11385600,10705667,11984800,10951202,12625400,11196479,13789400,11440583,14257700,11683479,14535600,11924993,13883500,12163885,13643300,12398691,13615400,12628596,12850300,12852755,13291900,13072060,12961800,13289601,14226800,13509647,15334900,13735233,15134300,13967480,15134600,14205453,14932400,14447562,14780000,14691275,15488900,14934690,15476800,15177355,15631568,15419666,15786336
"Egypt, Arab Rep.",EGY,57412215,26993400,58752390,28154100,60035536,29170000,61275601,30346400,62495745,30731900,63714386,31508100,64933456,31851300,66151117,32661900,67378056,31934000,68626664,34649000,69905988,35956500,71226940,36709000,72590118,39558300,73981942,41953900,75381899,43511000,76778149,47959300,78159048,49735300,79537253,50232200,80953881,52003100,82465022,50895500,84107606,50957600,85897561,51467176,87813257,51976752
Spain,ESP,38867322,32809000,38966376,32752500,39157685,32800600,39361262,32388000,39549108,32813100,39724050,32669600,39889852,32780800.000000004,40057389,34068400,40223509,34447100,40386875,34519900,40567864,35113600,40850412,35629300,41431558,36121500,42187645,35996600,42921895,36127100,43653155,36314900,44397319,36073100,45226803,36302200,45954106,36484200,46362946,36836000,46576897,36823600,46742697,37064102.79,46773055,37208105.580000006
Estonia,EST,1569174,3407550,1561314,3265540,1533091,2876060,1494128,2386580,1462514,2209610,1436634,2109850,1415594,2232420,1399535,2253590,1386156,2172740,1390244,2083909.9999999998,1396985,2136190,1388115,2156400,1379350,2085120,1370720,2187090,1362550,2256760,1354775,2212280,1346810,2221860,1340680,2253780,1337090,2251950,1334515,2230350,1331475,2321560,1327439,2232612.613,1322696,2234878.225
Ethiopia,ETH,48086516,39981300,49821083,38988600,51647768,41972300,53532956,40207000,55431123,40452100,57309880,41854000,59155148,43071100,60976450,44544900,62794151,46980300,64640054,48255800,66537331,46191800,68492257,46830300,70497192,52417600,72545144,50938200,74624405,50999000,76727083,52959600,78850689,58429700,81000409,58801700,83184892,60262200,85416253,62142600,87702670,63216700,90046756,63848867,92444183,64481034
Finland,FIN,4986431,10068600,5013740,9800660,5041992,9699450,5066447,9841080,5088333,10135900,5107790,10203000,5124573,9998770,5139835,10153100,5153498,10373800,5165474,10300500,5176209,10342700,5188008,10263400,5200598,9912660,5213014,10028900,5228172,10082100,5246096,9759900,5266268,9802920,5288720,9668940,5313399,9516140,5338871,8507660,5363352,8895550,5388272,8548189.613,5413971,8551563.226
Fiji,FJI,728628,635201,735473,646859,744531,650755,755026,688064,765667,711017,775498,734493,784476,733788,792860,729066,800315,717331,806494,705884,811223,704812,814218,717243,815691,696958,816628,688843,818354,692606,821817,696368,827411,699988,834812,703696,843340,707061,851967,704557,859950,700595,867086,707600.95,873596,714606.9
France,FRA,58512808,75749500,58559311,76743800,58851217,75582100,59106768,74425300,59327192,73754600,59541899,74225000,59753100,89094100,59964851,87244100,60186288,86242500,60496718,86240100,60912500,85646700,61357430,85318100,61805267,83934800,62244886,83341700,62704895,82963700,63179351,82911600,63621381,83231600,64016227,83077900,64374989,82892600,64707044,83638800,65027507,83756900,65342775,82447186.75,65659789,81178503.5
"Faroe Islands",FRO,47594,33129.1,47457,33524.9,47101,33900.7,46640,34236.1,46250,34465.299999999996,46040,34666.3,46058,34855.3,46251,35036.4,46580,35205.9,46937,35378.6,47258,35553,47526,35716.4,47769,35883.1,47974,36051.9,48143,36226.2,48285,36414.4,48383,36644,48448,36922.7,48485,37239,48517,37573.5,48550,37941,48608,38320.41,48666,38699.82
"Micronesia, Fed. Sts.",FSM,96331,21190.100000000002,98799,21869.1,101413,22577.6,103934,23269.600000000002,106057,23565,107556,27154.5,108344,27387.699999999997,108502,27575.9,108238,27676.5,107816,27762.1,107432,27832.2,107165,27982.199999999997,106983,28138.2,106816,28301.9,106577,28497.3,106196,28646,105684,28811,105078,29017.800000000003,104478,29254,103960,29631.6,103616,29774.3,103468,30072.043,103503,30369.786
Gabon,GAB,952212,3478500,978223,3350190,1004676,3687440,1031504,3539600,1058663,3636060,1086137,3983630,1113994,4245680,1142324,4048040,1171224,4683560,1200773,4202040,1231122,4082010,1262259,4526540,1294409,4155500,1328146,4542760,1364205,4451390,1403126,4297980,1444844,3525150,1489193,3158590,1536411,5247700,1586754,3467780,1640210,3817580,1697101,3855755.8,1756817,3893931.6
"United Kingdom",GBR,57247586,117496000,57424897,117228000,57580402,113254000,57718614,109061000,57865745,104099000,58019030,104042000,58166950,103571000,58316954,99823300,58487141,95210700,58682466,90860100,58892514,86355400,59119673,79457300,59370479,75188100,59647577,70993100,59987905,67625800,60401206,64805100,60846820,63013500,61322463,61771000,61806995,61175800,62276270,60726900,62766365,61177100,63258918,59856645.61,63700300,58980031.22
Georgia,GEO,4802000,5035230,4835900,4850640,4873500,4841690,4911100,4637550,4861600,3986660,4734000,4116250,4616100,4362700,4531600,4080540,4487300,4085330,4452500,4046440,4418300,4137410,4386400,4185870,4357000,4210100,4301000,4269920,4245000,4329900,4190000,4413110,4136000,4527670,4082000,4653340,4030000,4708220,3978000,4821490,3926000,4862590,3875000,4940892.046,3825000,5019192.092
Ghana,GHA,14628260,7924720,15039514,7114700,15463854,8050400,15896432,8086010,16330174,8381360.000000001,16760467,8983210,17185608,9083590,17608812,9326670,18036494,9041540,18477612,8655300,18938762,9627910,19421605,9748840,19924522,9243070,20446782,9140100,20986536,8786070,21542009,9975340,22113425,11069000,22700212,16676099.999999998,23298640,22497500,23903831,20037000,24512104,20664500,25121796,20871145,25733049,21077790
Gibraltar,GIB,29164,4883.89,29212,5023.28,29379,5251.67,29623,5312.160000000001,29895,5431.33,30147,5472.64,30382,5514.71,30594,5586.02,30801,5659,30991,5727.02,31180,5789.7,31374,5825.86,31544,5838.429999999999,31720,5877.04,31896,5872,32085,5874.59,32296,5965.99,32510,6098.66,32732,6177.76,32956,6312.74,33189,6474.57,33405,6539.3157,33623,6604.0614
Guinea,GIN,6041094,8713640,6374329,7040380,6758838,7565740,7163236,7211250,7544291,7297850,7871173,8398940,8132552,8852780,8337988,8327049.999999999,8503297,8178710,8653769,9487690,8808546,8817270,8971139,10259400,9137345,10279800,9309848,8858550,9490229,9168920,9679745,10108600,9881428,20239900,10096727,21987000,10323142,33315500,10556524,56318700,10794170,28091900,11035170,28372819,11281469,28653738
"Gambia, The",GMB,916808,614322,949493,596197,979718,620796,1008358,608797,1036829,629967,1066223,659246,1096708,662956,1128169,661934,1160944,656411,1195420,674760,1231844,721813,1270495,784369,1311349,789694,1354194,659429,1398573,734488,1444204,754406,1491021,765623,1539116,1043619.9999999999,1588572,893195,1639560,963673,1692149,1018900,1746363,1029089,1802125,1039278
Guinea-Bissau,GNB,1012280,861628,1037155,804838,1062800,864545,1088569,851565,1113541,864296,1137122,914178,1159060,904561,1179727,902979,1199915,951383,1220794,1034280,1243229,961043,1267512,1088480,1293523,1031619.9999999999,1321202,977131,1350345,1058660,1380838,1067620,1412669,1199360,1445958,1266320,1480841,1218460,1517448,1219270,1555880,1392820,1596154,1406748.2,1638139,1420676.4000000001
"Equatorial Guinea",GNQ,426846,117684,440624,272009,455148,431158,470610,589569,487140,743872,504871,788354,523999,860811,544636,1216110,566673,1467100,589938,1582070,614323,1685480,639762,2182040,666407,1885770,694611,1992020,724817,2459930,757317,2530450,792217,2600820,829327,2737940,868418,2752800,909111,2827080,951104,2901460,994290,2930474.6,1038593,2959489.2
Greece,GRC,10196792,7734430,10319927,7653220,10399061,7504270,10460415,7548290,10512922,7684580,10562153,7711160,10608800,7807910,10661259,7979630,10720509,8166560,10761698,7895140,10805808,8099650,10862132,8230930,10902022,8161680,10928070,8202290.000000001,10955141,8257959.999999999,10987314,8214620.000000001,11020362,8274230,11048473,8315350,11077841,8212549.999999999,11107017,8428080,11121341,8416510,11104899,8343290.061,11045011,8254870.121
Grenada,GRD,96283,24750.699999999997,96454,25121.4,97198,25517.7,98305,25847.3,99405,26251.100000000002,100255,26579.3,100796,28221.6,101122,28783.7,101309,28319.8,101442,29620.4,101619,30692.8,101849,31277.2,102100,32398.600000000002,102375,32907.9,102656,33248.600000000006,102949,33849.3,103259,34365.5,103586,34633.6,103930,34995,104296,35470.5,104677,35958.1,105075,36317.681,105481,36677.262
Greenland,GRL,55600,23670.7,55500,24077,55300,24548.2,55200,24909.7,55500,25243.300000000003,55800,25550.8,55900,25836.2,56000,26102.2,56100,26335.899999999998,56100,26550,56200,26538.6,56350,26716,56609,26667.5,56765,26902.5,56911,27028.8,56935,27205.7,56774,27383.199999999997,56555,27571.899999999998,56328,27754.6,56323,27937.5,56905,28120.5,56890,28401.704999999998,56810,28682.91
Guatemala,GTM,9263813,4798370,9483270,5089910,9708544,5156110,9938692,5475920,10172297,5315730,10408489,5359270,10646674,5473290,10887634,5411780,11133501,20745800,11387203,6035920,11650743,19384700,11924946,6157780,12208848,7229090,12500478,12528400,12796925,6259310,13096028,8403520,13397008,6176920,13700286,6320540,14006366,6363840,14316208,6441320,14630417,6742520,14948919,6809945.2,15271056,6877370.399999999
Guam,GUM,130482,46488.6,133558,47696.5,136692,48955.2,139818,50226.6,142802,51476.100000000006,145561,52687.8,148060,53850.1,150303,55017.5,152277,56064.6,153953,57189,155329,58318,156401,59454.2,157175,60600.5,157714,61672.600000000006,158099,62755.8,158402,63827.3,158648,64911,158855,66079.7,159035,67348.4,159231,68671.9,159444,70086.5,159678,70787.36499999999,159973,71488.23
Guyana,GUY,743309,1256150,744289,1390740,748134,1580360,753484,1759090,758342,1446420,761291,1684550,761861,1677450,760510,1662190,757952,4210270,755278,1229390,753301,1079400,752263,1307190,751884,1234650,751857,1303020,751652,1328640,750946,1314020,749601,1164880,747869,1252710,746314,1377050,745693,14406800,746556,2082360.0000000002,749100,2103183.5999999996,753091,2124007.2
"Hong Kong SAR, China",HKG,5704500,1532050,5752000,1593630,5800500,1639860,5901000,1720010,6035400,1885160,6156100,2101750,6435500,2311170,6489300,2517450,6543700,2612690,6606500,2639520,6665000,2694520,6714300,2705400,6744100,2730450,6730800,2758530,6783500,2791730,6813200,2825070,6857100,2871430,6916300,2921370,6957800,2976810,6972800,3033280,7024200,3085690,7071600,3116546.9,7150100,3147403.8
Honduras,HND,4955328,3971380,5099951,4227900,5247836,4030180,5398805,3928060,5552625,4160609.9999999995,5709051,4029310,5867849,4169240,6028882,3951160,6192026,4004870,6357221,3254560,6524283,3446920,6693061,3598960,6863157,4179870,7033821,4782540,7204153,4898770,7373430,5221150,7541406,5181010,7707972,5312210,7872658,5415810,8035021,5653590,8194778,5729650,8351600,5786946.5,8505646,5844243
Croatia,HRV,4780000,4165939.9999999995,4510000,4150109.9999999995,4470000,4049030,4640000,4111510,4650000,3894950,4669000,3905020,4494000,3839250,4572000,3854800,4501000,3799620,4554000,3801560,4426000,3953480,4440000,4076020,4440000,4182290,4440000,4394830,4439000,4495010,4442000,4516480,4440000,4741540,4436000,4871850,4434508,4861730,4429078,4930340,4417781,5035010,4280622,4819365.102,4267558,4708392.205
Haiti,HTI,7099732,3307790,7243391,3452060,7386975,3663090,7530705,3714200,7674911,3744120,7819806,3777170,7965553,3890280,8111951,3925140,8258483,3976770,8404398,4042360,8549200,4132520.0000000005,8692567,4223040,8834733,4165970.0000000005,8976552,4148229.9999999995,9119178,4174050,9263404,4255440,9409457,4317270,9556889,4433320,9705029,4492070,9852870,4518520,9999617,4497270,10145054,4542242.7,10289210,4587215.4
Hungary,HUN,10373988,10067700,10373400,9900700,10369341,8853050,10357523,8196299.999999999,10343355,7700560,10328965,7479560,10311238,8684530,10290486,8603440,10266570,8421450,10237530,8328870.000000001,10210971,8241430,10187576,8250430,10158608,8433150,10129552,8384690.000000001,10107146,8273520,10087065,7899940,10071370,7789310,10055780,7553270,10038188,7409590,10022650,7362470,10000023,7282640,9971727,7248695.521,9920362,7134917.042
"IDA total",IDA,842151196,951086907.2,865221465,873621114.3000001,888804426,1049152159.9999999,912723862,894628467.8,936862791,920540769,961225522,967596468,985822652,931614978,1010619076,947909454,1035516178,974069425.7,1060610253,979020985.2,1086410522,975836393.3,1112771399,1019426952,1139644030,991881676.5,1167019214,1003216910,1194886742,1047752051,1223223216,1063235303.0000001,1252059280,1203804369,1281448739,1469021724,1311425875,1268020759,1342020282,1274210802,1373548091,1273116654,1405680382,1285905919,1438116264,1298695201
Indonesia,IDN,181436821,211531000,184615979,391055000,187766086,364640000,190879523,229782000,193945272,357567000,196957849,200127000,199914831,196284000,202826465,912857000,205715544,276717000,208612556,181938000,211540429,170032000,214506502,203333000,217508059,342524000,220545214,216483000,223614649,250429000,226712730,307454000,229838202,515945000,232989141,214323000,236159276,215937000,239340478,302828000,242524123,218937000,245707511,221126370,248883232,223315740
India,IND,870133480,513704000,888054875,520959000,906021106,524521000,924057817,529117000,942204249,535828000,960482795,542270000,978893217,547580000,997405318,550939000,1015974042,553240000,1034539214,571165000,1053050912,561733000,1071477855,568476000,1089807112,565939000,1108027848,575287000,1126135777,577716000,1144118674,584676000,1161977719,589705000,1179681239,598069000,1197146906,606364000,1214270132,620918000,1230980691,621480000,1247236029,628938063.6,1263065852,636395827.2
Ireland,IRL,3513974,13884200,3534235,14106100,3558430,14121700,3576261,14312300,3590386,14391100,3608841,14497600,3637510,14682300,3674171,14852200,3712696,15125200,3754786,14836000,3805174,14896600,3866243,15019400,3931947,15004800,3996521,15913000,4070262,15335700,4159914,14959600,4273591,14963100,4398942,14617400,4489544,14414800,4535375,14220900,4560155,13895800,4580084,14282122.66,4599533,14330025.33
"Iran, Islamic Rep.",IRN,56226185,56749000,57375584,60099400,58260738,61442500,58991218,62897900,59725125,67372400,60575644,69153800,61583089,71513600,62710557,73530600,63900630,73552600,65062660,75274500,66131854,79768500,67096414,80690700,67983330,83799700,68812713,92682800,69617100,97272100,70421811,100291000,71227880,104671000,72031103,107983000,72845542,109526000,73687565,112911000,74567511,115302000,75491582,118300252.1,76453574,121298114.3
Iraq,IRQ,17469005,21421500,17942715,11188600,18458187,12118700,19011917,12915900,19597239,13240900,20208387,13291300,20845893,12662000,21509291,16393599.999999998,22190250,19282900,22878156,21376800,23565413,22328300,24251649,22341700,24939299,20744300,25627626,18690900,26316609,21282600,27008426,20658000,27697912,21332700,28390433,21243200,29111417,22677200,29894652,22985800,30762701,23873700,31727053,24112437,32776571,24351174
Iceland,ISL,254826,341696,257797,340035,261057,335967,263725,333026,266021,337139,267468,332433,268916,337605,271128,338767,274047,341257,277381,342365,281205,336525,284968,342690,287523,331714,289521,335338,292074,332736,296734,335815,303782,353287,311566,368955,317414,367133,318499,383443,318041,383189,319014,371105.7605,320716,358768.321
Israel,ISR,4660000,1910180,4949000,1950130,5123000,2037210,5261000,2131720,5399000,2347360,5545000,2418480,5692000,2483790,5836000,2519570,5971000,2588640,6125000,2643680,6289000,2695480,6439000,2766270,6570000,2831480,6689700,2929960,6809000,3326970,6930100,3452450,7053700,3716150,7180100,3839940,7308800,3917580,7485600,3651270,7623600,3348670,7765800,3382156.7,7910500,3415643.4
Italy,ITA,56719240,47167700,56758521,46281100,56797087,46370800,56831821,45868500,56843400,46464900,56844303,46489800,56860281,47515500,56890372,47213400,56906744,46822300,56916317,46445500,56942108,46791100,56974100,44644300,57059007,43642700,57313203,42622200,57685327,41060500,57969484,40144700,58143979,38872400,58438310,38418800,58826731,37392200,59095365,37243000,59277417,37547900,59379449,36328094.38,59539717,35238178.760000005
Jamaica,JAM,2424242,1236110,2443689,1306540,2465362,1375690,2488782,1390100,2513049,1377240,2537440,1403210,2561993,1381850,2586827,1360760,2611367,1357770,2634882,1371430,2656864,1376240,2677011,1270890,2695446,1267930,2712511,1307010,2728777,1318960,2744673,1303350,2760279,1314890,2775467,1322380,2790122,1327950,2804082,1304930,2817210,1290640,2829493,1303546.4,2840992,1316452.8
Jordan,JOR,3560582,865960,3753433,971059,3968198,1113760,4189431,1181130,4395953,1178480,4572904,1224590,4716373,1279840,4832267,1283060,4927912,1345570,5014899,1339370,5103130,1399350,5193482,1379130,5287488,1484080,5396774,1588400,5535595,1700950,5714111,1831840,5934232,1954060,6193191,2081659.9999999998,6489822,2203390,6821116,2125720,7182390,2073310,7574943,2094043.0999999999,7992573,2114776.1999999997
Japan,JPN,123537000,66937500,123921000,65333600,124229000,64959800,124536000,63564100,124961000,62539000,125439000,59942800,125757000,56805600,126057000,54159400,126400000,50834700,126631000,49494000,126843000,47496100,127149000,46170300,127445000,44220200,127718000,43401200,127761000,42963200,127773000,42255500,127854000,41940200,128001000,41599600,128063000,40990200,128047000,40366500,128070000,40262200,127833000,39673656.33,127629000,38956542.66
Kazakhstan,KAZ,16348000,69412500,16450500,64202800,16439095,64059500,16330419,61927200,16095199,53120700,15815626,43664500,15577894,51002700,15333703,40284700,15071300,36540600,14928426,33252500,14883626,38778700,14858335,40549200,14858948,46805700,14909018,48473500,15012985,52018200,15147029,54343500,15308084,57613300,15484192,59418700,15674000,63557300,16092822,63765000,16321872,67542200,16557201,69446288.23,16792089,71350486.46
Kenya,KEN,23402507,20324300,24179598,20067600,24963953,20393000,25754114,20777100,26548486,21428800,27346456,21676700,28147734,20883000,28954114,21174700,29769803,21985900,30600397,23128500,31450483,22283200,32321482,22897600,33214009,23513000,34130852,24373800,35074931,25584200,36048288,25614800,37052050,26382800,38085909,26544600,39148416,27447100,40237204,27436500,41350152,27477200,42486839,27751972,43646629,28026744
"Kyrgyz Republic",KGZ,4391200,5822700,4463600,5552970,4515400,5212240,4516700,4921470,4515100,4428280,4560400,3698140,4628400,3863250,4696400,3452460,4769000,3363820,4840400,3409160,4898400,3485700,4945100,3473020,4990700,3533020,5043300,3554550,5104700,3540170,5162600,3591260,5218400,3539990,5268400,3605240,5318700,3664470,5383300,3822600,5447900,3968380,5514600,4129718.849,5607200,4291067.697000001
Cambodia,KHM,8973342,15115700,9286976,14178000,9621504,15295600,9968275,15319300,10315376,13541900,10653558,15970200,10980273,14982500,11295880,15369200,11597739,20428400,11883636,15969300,12152354,14984900,12402473,15981200,12634729,17705400,12853124,18474100,13063377,19519100,13270201,20476500,13474489,24196900,13676693,41364700,13880509,32658400,14090208,29098900,14308740,35210700,14537886,35562807,14776866,35914914
Kiribati,KIR,72412,10150.7,73700,10355.7,74769,10568.099999999999,75719,10766.400000000001,76671,10967.1,77730,11203.2,78907,11532.7,80184,11793.2,81550,12077.5,82966,12403.9,84406,12783,85858,13080.3,87343,13464.2,88895,13690.6,90542,13965.6,92325,14203.699999999999,94260,14503.8,96311,14873.300000000001,98440,15224.5,100568,15594.8,102652,15987.4,104656,16147.274,106613,16307.148000000001
"St. Kitts and Nevis",KNA,40834,25825.5,41013,26992.3,41361,28776,41846,28262.899999999998,42373,28274.8,42891,28757.2,43373,29826.6,43846,32253.6,44317,31741.1,44824,31546,45374,32565.899999999998,45990,33091.700000000004,46641,33449.8,47306,33861.1,47971,34319.4,48611,33929,49210,34414.4,49783,32151.3,50332,30970.9,50886,30296.199999999997,51445,29466.8,52006,29761.468,52591,30056.136
"Korea, Rep.",KOR,42869283,31301100,43295704,30829000,43747962,30062700,44194628,30005000,44641540,29868900,45092991,30069400,45524681,30882500,45953580,31419300,46286503,31037500,46616677,30620300,47008111,30916400,47370164,30796000,47644736,30797500,47892330,31131500,48082519,31591100,48184561,31986600,48438292,32483000,48683638,32663700,49054708,31073800,49307835,31492000,49554112,31985000,49936638,32304850,50199853,32624700
"Lao PDR",LAO,4258472,8140380,4380073,7178540,4502363,9292270,4623280,7982870,4740380,7673070,4851923,8250260,4957180,7109170,5056519,7393340,5150763,19708200,5241284,17160300,5329304,7219390,5414568,7828310,5497273,8610420,5579656,8273889.999999999,5664605,12940800,5754026,10797500,5849356,8621940,5949787,8174710,6052190,8331620.000000001,6152036,8394870,6246274,14717000,6333487,14864170,6415169,15011340
