Country_Name,Country_Code,pop_1990,emissions_90,pop_1991,emissions_91,pop_1992,emissions_92,pop_1993,emissions_93,pop_1994,emissions_94,pop_1995,emissions_95,pop_1996,emissions_96,pop_1997,emissions_97,pop_1998,emissions_98,pop_1999,emissions_99,pop_2000,emissions_00,pop_2001,emissions_01,pop_2002,emissions_02,pop_2003,emissions_03,pop_2004,emissions_04,pop_2005,emissions_05,pop_2006,emissions_06,pop_2007,emissions_07,pop_2008,emissions_08,pop_2009,emissions_09,pop_2010,emissions_10,pop_2011,emissions_11,pop_2012,emissions_12
"United States",USA,249623000,637636,252981000,627323,256514000,623194,259919000,617080,263126000,615255,266278000,604505,269394000,598692,272657000,589672,275854000,577778,279040000,568261,282162411,556609,284968955,551411,287625193,550977,290107933,551252,292805298,544113,295516599,538396,298379912,540769,301231207,542996,304093966,547798,306771529,528695,309338421,524709,311644280,514948.8225,313993272,499809.345
