"Country Name","Country Code","Indicator Name","Indicator Code",1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
"United States",USA,"Methane emissions (kt of CO2 equivalent)",EN.ATM.METH.KT.CE,594255,579493,586231,589314,588197,589865,589557,584022,581486,600123,607555,608336,605957,591420,607640,601871,598844,604900,617992,621630,637636,627323,623194,617080,615255,604505,598692,589672,577778,568261,556609,551411,550977,551252,544113,538396,540769,542996,547798,528695,524709,514948.8225,499809.345
