Country_Name,Country_Code,pop_1990,emissions_90,per_capita_90,pop_1991,emissions_91,per_capita_91,pop_1992,emissions_92,per_capita_92,pop_1993,emissions_93,per_capita_93,pop_1994,emissions_94,per_capita_94,pop_1995,emissions_95,per_capita_95,pop_1996,emissions_96,per_capita_96,pop_1997,emissions_97,per_capita_97,pop_1998,emissions_98,per_capita_98,pop_1999,emissions_99,per_capita_99,pop_2000,emissions_00,per_capita_00,pop_2001,emissions_01,per_capita_01,pop_2002,emissions_02,per_capita_02,pop_2003,emissions_03,per_capita_03,pop_2004,emissions_04,per_capita_04,pop_2005,emissions_05,per_capita_05,pop_2006,emissions_06,per_capita_06,pop_2007,emissions_07,per_capita_07,pop_2008,emissions_08,per_capita_08,pop_2009,emissions_09,per_capita_09,pop_2010,emissions_10,per_capita_10,pop_2011,emissions_11,per_capita_11,pop_2012,emissions_12,per_capita_12
"United Kingdom",GBR,57247586,117496000,2.052418419878875,57424897,117228000,2.04141419705115,57580402,113254000,1.9668844965688153,57718614,109061000,1.889529086751806,57865745,104099000,1.7989745055559208,58019030,104042000,1.79323921823581,58166950,103571000,1.7805815845596167,58316954,99823300,1.7117372076737754,58487141,95210700,1.6278911632900641,58682466,90860100,1.5483347274465256,58892514,86355400,1.4663221882495965,59119673,79457300,1.3440077721674815,59370479,75188100,1.26642232413183,59647577,70993100,1.190209285450103,59987905,67625800,1.1273239163794768,60401206,64805100,1.0729106965182118,60846820,63013500,1.035608763120242,61322463,61771000,1.0073143996189455,61806995,61175800,0.9897876445861832,62276270,60726900,0.9751210212172309,62766365,61177100,0.974679671190135,63258918,59856645.61,0.9462167154044588,63700300,58980031.22,0.925898798278815
Georgia,GEO,4802000,5035230,1.0485693461057892,4835900,4850640,1.0030480365598957,4873500,4841690,0.9934728634451626,4911100,4637550,0.9442996477367596,4861600,3986660,0.8200304426526247,4734000,4116250,0.8695078158005914,4616100,4362700,0.9451051753644851,4531600,4080540,0.9004634124812428,4487300,4085330,0.9104205201346021,4452500,4046440,0.9088017967434026,4418300,4137410,0.9364257746191974,4386400,4185870,0.9542836950574503,4357000,4210100,0.9662841404636218,4301000,4269920,0.992773773541037,4245000,4329900,1.02,4190000,4413110,1.0532482100238663,4136000,4527670,1.0946977756286267,4082000,4653340,1.1399657030867223,4030000,4708220,1.1682928039702234,3978000,4821490,1.212038712921066,3926000,4862590,1.2385608762098828,3875000,4940892.046,1.2750689150967742,3825000,5019192.092,1.312207082875817
Ghana,GHA,14628260,7924720,0.5417404393960731,15039514,7114700,0.4730671483134362,15463854,8050400,0.5205946719362456,15896432,8086010,0.5086682344818007,16330174,8381360.000000001,0.5132437658043326,16760467,8983210,0.5359761157013108,17185608,9083590,0.5285579654790218,17608812,9326670,0.5296592410663479,18036494,9041540,0.5012914372383014,18477612,8655300,0.4684209193265883,18938762,9627910,0.508370610497138,19421605,9748840,0.501958514757148,19924522,9243070,0.4639042281666782,20446782,9140100,0.44701899790392446,20986536,8786070,0.4186527019037348,21542009,9975340,0.4630645173344789,22113425,11069000,0.5005556579317767,22700212,16676099.999999998,0.7346230951499483,23298640,22497500,0.9656143019506718,23903831,20037000,0.8382338379149351,24512104,20664500,0.8430324871337034,25121796,20871145,0.8307982836895897,25733049,21077790,0.8190941539807428
Gibraltar,GIB,29164,4883.89,0.16746296804279248,29212,5023.28,0.17195946871148843,29379,5251.67,0.17875591408829436,29623,5312.160000000001,0.17932552408601427,29895,5431.33,0.1816802140826225,30147,5472.64,0.1815318273791754,30382,5514.71,0.18151240866302415,30594,5586.02,0.18258547427600186,30801,5659,0.1837278010454206,30991,5727.02,0.1847962311638863,31180,5789.7,0.1856863373957665,31374,5825.86,0.18569069930515714,31544,5838.429999999999,0.1850884478823231,31720,5877.04,0.18527868852459017,31896,5872,0.18409831953850012,32085,5874.59,0.18309459248870188,32296,5965.99,0.18472844934357197,32510,6098.66,0.18759335589049522,32732,6177.76,0.18873762678724185,32956,6312.74,0.19155055225148682,33189,6474.57,0.19508180421223897,33405,6539.3157,0.19575859003143242,33623,6604.0614,0.19641499568747584
Guinea,GIN,6041094,8713640,1.4423943742639993,6374329,7040380,1.1044895862764537,6758838,7565740,1.1193847226401934,7163236,7211250,1.00670283653924,7544291,7297850,0.9673341073402392,7871173,8398940,1.0670506162169222,8132552,8852780,1.0885611306266472,8337988,8327049.999999999,0.9986881727342375,8503297,8178710,0.9618281003239096,8653769,9487690,1.0963650635925226,8808546,8817270,1.0009904018211404,8971139,10259400,1.1436006063444117,9137345,10279800,1.1250313958814075,9309848,8858550,0.9515246650643491,9490229,9168920,0.9661431773669529,9679745,10108600,1.0443043695882483,9881428,20239900,2.048276828005021,10096727,21987000,2.177636376619869,10323142,33315500,3.2272635598735344,10556524,56318700,5.3349663203531765,10794170,28091900,2.602506723536872,11035170,28372819,2.571126588897135,11281469,28653738,2.5398942283137065
"Gambia, The",GMB,916808,614322,0.6700661425292973,949493,596197,0.6279108956042857,979718,620796,0.6336476414641764,1008358,608797,0.6037508503924202,1036829,629967,0.6075900654784926,1066223,659246,0.618300299280732,1096708,662956,0.6044963654865287,1128169,661934,0.5867330160640826,1160944,656411,0.5654114238068331,1195420,674760,0.5644543340415921,1231844,721813,0.5859613717321349,1270495,784369,0.6173727562879036,1311349,789694,0.6021997195254658,1354194,659429,0.4869531248846177,1398573,734488,0.5251695835683944,1444204,754406,0.5223680311091785,1491021,765623,0.5134890789599879,1539116,1043619.9999999999,0.67806455133986,1588572,893195,0.5622628373155262,1639560,963673,0.5877631803654639,1692149,1018900,0.6021337364499225,1746363,1029089,0.5892755400795825,1802125,1039278,0.5766958451827704
Guinea-Bissau,GNB,1012280,861628,0.8511755640731813,1037155,804838,0.7760055150869446,1062800,864545,0.8134597290176891,1088569,851565,0.7822793042976605,1113541,864296,0.7761689960225981,1137122,914178,0.8039401225198352,1159060,904561,0.7804263799975842,1179727,902979,0.7654135236372482,1199915,951383,0.792875328669114,1220794,1034280,0.8472191049431763,1243229,961043,0.7730217039660433,1267512,1088480,0.8587532110149647,1293523,1031619.9999999999,0.7975273729187652,1321202,977131,0.7395772940095459,1350345,1058660,0.7839922390203985,1380838,1067620,0.7731681775849158,1412669,1199360,0.8490028449693453,1445958,1266320,0.8757654095070535,1480841,1218460,0.8228162240240512,1517448,1219270,0.8035003505886198,1555880,1392820,0.8951975730776153,1596154,1406748.2,0.8813361367386856,1638139,1420676.4000000001,0.8672502150305927
"Equatorial Guinea",GNQ,426846,117684,0.27570599232510085,440624,272009,0.6173267910962634,455148,431158,0.9472918698972642,470610,589569,1.2527761841014853,487140,743872,1.5270189267972245,504871,788354,1.5614959068752217,523999,860811,1.6427722190309524,544636,1216110,2.23288581731652,566673,1467100,2.5889710644410444,589938,1582070,2.6817563879594126,614323,1685480,2.743638118709539,639762,2182040,3.4107058562402894,666407,1885770,2.8297571904256706,694611,1992020,2.867820981815721,724817,2459930,3.3938635545247973,757317,2530450,3.341335266473617,792217,2600820,3.282964137351256,829327,2737940,3.301399809725235,868418,2752800,3.1699020517769094,909111,2827080,3.109719275204018,951104,2901460,3.0506232756880425,994290,2930474.6,2.9473037041507006,1038593,2959489.2,2.8495177610478795
Greece,GRC,10196792,7734430,0.758516011702504,10319927,7653220,0.7415963310593185,10399061,7504270,0.7216295779013124,10460415,7548290,0.7216052135598826,10512922,7684580,0.7309651874141176,10562153,7711160,0.7300746353513341,10608800,7807910,0.7359842772038308,10661259,7979630,0.748469763280303,10720509,8166560,0.7617698002958628,10761698,7895140,0.7336332983884142,10805808,8099650,0.7495644934649959,10862132,8230930,0.757763761294744,10902022,8161680,0.7486391056631513,10928070,8202290.000000001,0.7505707778226165,10955141,8257959.999999999,0.7537976918781784,10987314,8214620.000000001,0.7476458759620414,11020362,8274230,0.7508129043310918,11048473,8315350,0.7526243671863071,11077841,8212549.999999999,0.7413493297114482,11107017,8428080,0.7588067975406898,11121341,8416510,0.7567891318142299,11104899,8343290.061,0.7513161588412466,11045011,8254870.121,0.7473845088067363
Grenada,GRD,96283,24750.699999999997,0.25706199432921695,96454,25121.4,0.2604495407137081,97198,25517.7,0.26253317969505546,98305,25847.3,0.26292965769798077,99405,26251.100000000002,0.2640822896232584,100255,26579.3,0.2651169517729789,100796,28221.6,0.2799873010833763,101122,28783.7,0.2846433021498784,101309,28319.8,0.2795388366285325,101442,29620.4,0.29199345438772895,101619,30692.8,0.30203800470384473,101849,31277.2,0.3070938349910161,102100,32398.600000000002,0.31732223310479923,102375,32907.9,0.32144468864468867,102656,33248.600000000006,0.3238836502493766,102949,33849.3,0.3287967828730731,103259,34365.5,0.3328087624323304,103586,34633.6,0.33434634023902843,103930,34995,0.3367170210718753,104296,35470.5,0.3400945386208484,104677,35958.1,0.3435148122319134,105075,36317.681,0.345635793480847,105481,36677.262,0.3477143940614898
Greenland,GRL,55600,23670.7,0.42573201438848923,55500,24077,0.4338198198198198,55300,24548.2,0.4439095840867993,55200,24909.7,0.4512626811594203,55500,25243.300000000003,0.4548342342342343,55800,25550.8,0.4578996415770609,55900,25836.2,0.4621860465116279,56000,26102.2,0.4661107142857143,56100,26335.899999999998,0.46944563279857393,56100,26550,0.4732620320855615,56200,26538.6,0.4722170818505338,56350,26716,0.47410825199645074,56609,26667.5,0.4710823367309085,56765,26902.5,0.47392759623007136,56911,27028.8,0.4749310326650384,56935,27205.7,0.4778378853078072,56774,27383.199999999997,0.482319371543312,56555,27571.899999999998,0.48752364954469096,56328,27754.6,0.4927318562704161,56323,27937.5,0.49602293911901,56905,28120.5,0.49416571478780424,56890,28401.704999999998,0.4992389699419933,56810,28682.91,0.5048919204365429
Guatemala,GTM,9263813,4798370,0.5179692206653999,9483270,5089910,0.5367252013282339,9708544,5156110,0.5310899348038182,9938692,5475920,0.5509698861781812,10172297,5315730,0.5225692879395873,10408489,5359270,0.5148941407345485,10646674,5473290,0.5140844924903308,10887634,5411780,0.4970574874210503,11133501,20745800,1.8633671474947548,11387203,6035920,0.5300616841554506,11650743,19384700,1.663816633840434,11924946,6157780,0.5163780196572798,12208848,7229090,0.5921189288293212,12500478,12528400,1.002233674584284,12796925,6259310,0.489126098652606,13096028,8403520,0.6416846390371187,13397008,6176920,0.461067127824362,13700286,6320540,0.46134365370182784,14006366,6363840,0.45435339901870336,14316208,6441320,0.4499319931646704,14630417,6742520,0.46085631052074594,14948919,6809945.2,0.4555476686976497,15271056,6877370.399999999,0.4503532958035122
Guam,GUM,130482,46488.6,0.35628362532763136,133558,47696.5,0.35712199943095885,136692,48955.2,0.35814239311737334,139818,50226.6,0.35922842552461054,142802,51476.100000000006,0.36047184213106265,145561,52687.8,0.3619637128076889,148060,53850.1,0.36370457922463867,150303,55017.5,0.36604392460562996,152277,56064.6,0.36817510195236314,153953,57189,0.37147051372821577,155329,58318,0.3754482421183424,156401,59454.2,0.3801395131744682,157175,60600.5,0.3855606807698425,157714,61672.600000000006,0.39104074463903016,158099,62755.8,0.3969398920929291,158402,63827.3,0.40294503857274533,158648,64911,0.40915107659724675,158855,66079.7,0.4159749457052028,159035,67348.4,0.4234816235419876,159231,68671.9,0.4312721769002267,159444,70086.5,0.43956812423170516,159678,70787.36499999999,0.44331319906311445,159973,71488.23,0.44687684796809457
Guyana,GUY,743309,1256150,1.6899432133877028,744289,1390740,1.8685483730110213,748134,1580360,2.1124023236479026,753484,1759090,2.3346082995790223,758342,1446420,1.9073452347357789,761291,1684550,2.212754386955842,761861,1677450,2.2017795897151844,760510,1662190,2.1856254355629776,757952,4210270,5.554797665287512,755278,1229390,1.6277317755846192,753301,1079400,1.4328933586972539,752263,1307190,1.7376768497187818,751884,1234650,1.642075107330386,751857,1303020,1.7330689213507355,751652,1328640,1.7676265080116862,750946,1314020,1.7498195609271505,749601,1164880,1.5540000613659801,747869,1252710,1.675039345125951,746314,1377050,1.8451348896041078,745693,14406800,19.320015073227186,746556,2082360.0000000002,2.789288412389694,749100,2103183.5999999996,2.8076139367240684,753091,2124007.2,2.820385849784422
"Hong Kong SAR, China",HKG,5704500,1532050,0.2685686738539749,5752000,1593630,0.2770566759388039,5800500,1639860,0.2827101111973106,5901000,1720010,0.2914777156414167,6035400,1885160,0.31235046558637375,6156100,2101750,0.3414093338314842,6435500,2311170,0.35912827286147153,6489300,2517450,0.3879386066293745,6543700,2612690,0.3992679982273026,6606500,2639520,0.39953379247710585,6665000,2694520,0.4042790697674419,6714300,2705400,0.40293105759349446,6744100,2730450,0.40486499310508445,6730800,2758530,0.40983686931716884,6783500,2791730,0.41154713643399427,6813200,2825070,0.4146465684259966,6857100,2871430,0.41875282553849297,6916300,2921370,0.42238913870132877,6957800,2976810,0.4278378223001523,6972800,3033280,0.43501606241395135,7024200,3085690,0.439294154494462,7071600,3116546.9,0.4407131200859777,7150100,3147403.8,0.4401901791583334
Honduras,HND,4955328,3971380,0.8014363529518127,5099951,4227900,0.829007964978487,5247836,4030180,0.7679698832051917,5398805,3928060,0.7275795291735856,5552625,4160609.9999999995,0.7493050584183156,5709051,4029310,0.7057757935600856,5867849,4169240,0.7105227145415637,6028882,3951160,0.6553719246785722,6192026,4004870,0.6467786149476763,6357221,3254560,0.5119469655058397,6524283,3446920,0.5283216561881205,6693061,3598960,0.5377151052410848,6863157,4179870,0.609030217434921,7033821,4782540,0.6799348462236955,7204153,4898770,0.6799924987711949,7373430,5221150,0.708103284360196,7541406,5181010,0.6870084968240671,7707972,5312210,0.6891838735273039,7872658,5415810,0.6879264919167072,8035021,5653590,0.7036185717498435,8194778,5729650,0.6991830651178104,8351600,5786946.5,0.6929147109535897,8505646,5844243,0.6871016028647324
Croatia,HRV,4780000,4165939.9999999995,0.8715355648535564,4510000,4150109.9999999995,0.9202017738359201,4470000,4049030,0.9058232662192394,4640000,4111510,0.8861012931034483,4650000,3894950,0.8376236559139785,4669000,3905020,0.8363718140929535,4494000,3839250,0.854305740987984,4572000,3854800,0.8431321084864392,4501000,3799620,0.8441724061319706,4554000,3801560,0.8347738252086078,4426000,3953480,0.8932399457749661,4440000,4076020,0.9180225225225225,4440000,4182290,0.9419572072072072,4440000,4394830,0.9898265765765766,4439000,4495010,1.012617706690696,4442000,4516480,1.0167672219720847,4440000,4741540,1.0679144144144144,4436000,4871850,1.0982529305680793,4434508,4861730,1.0963403380938765,4429078,4930340,1.1131752477603691,4417781,5035010,1.139714711978706,4280622,4819365.102,1.1258562662155174,4267558,4708392.205,1.1032989370033166
Haiti,HTI,7099732,3307790,0.465903501709642,7243391,3452060,0.47658065124470017,7386975,3663090,0.49588498675032744,7530705,3714200,0.4932074752629402,7674911,3744120,0.4878388817798669,7819806,3777170,0.48302604949534556,7965553,3890280,0.48838793740999525,8111951,3925140,0.4838712659876767,8258483,3976770,0.48153758989393086,8404398,4042360,0.4809815051595605,8549200,4132520.0000000005,0.48338090113694854,8692567,4223040,0.48582196720485443,8834733,4165970.0000000005,0.471544527718042,8976552,4148229.9999999995,0.46211841696009776,9119178,4174050,0.4577221762750985,9263404,4255440,0.45938188596762053,9409457,4317270,0.4588224378941314,9556889,4433320,0.46388735916049667,9705029,4492070,0.4628600285480857,9852870,4518520,0.45859937256860184,9999617,4497270,0.4497442252038253,10145054,4542242.7,0.44772977058574553,10289210,4587215.4,0.44582775548365716
Hungary,HUN,10373988,10067700,0.9704753851652806,10373400,9900700,0.9544315267896736,10369341,8853050,0.8537717102755131,10357523,8196299.999999999,0.7913378517238145,10343355,7700560,0.7444934453086064,10328965,7479560,0.7241345091207105,10311238,8684530,0.8422393120981205,10290486,8603440,0.8360576944568021,10266570,8421450,0.8202788273006466,10237530,8328870.000000001,0.8135624510990445,10210971,8241430,0.8071152097092431,10187576,8250430,0.8098521179130345,10158608,8433150,0.8301481856569325,10129552,8384690.000000001,0.8277453928860823,10107146,8273520,0.8185812295577802,10087065,7899940,0.783175284386489,10071370,7789310,0.7734111645188291,10055780,7553270,0.7511371569385965,10038188,7409590,0.7381401902415058,10022650,7362470,0.7345831691219388,10000023,7282640,0.7282623249966526,9971727,7248695.521,0.7269247865490099,9920362,7134917.042,0.7192194238476378
"IDA total",IDA,842151196,951086907.2,1.1293541013982007,865221465,873621114.3000001,1.0097080916733845,888804426,1049152159.9999999,1.1804083432860852,912723862,894628467.8,0.9801742948186447,936862791,920540769,0.9825780016489095,961225522,967596468,1.0066279409505734,985822652,931614978,0.945012752658883,1010619076,947909454,0.9379492991086188,1035516178,974069425.7,0.9406607510288458,1060610253,979020985.2,0.9230732801524218,1086410522,975836393.3,0.8982206758303101,1112771399,1019426952,0.9161153431119055,1139644030,991881676.5,0.8703434146011365,1167019214,1003216910,0.859640439476089,1194886742,1047752051,0.876863065068639,1223223216,1063235303.0000001,0.8692079165050773,1252059280,1203804369,0.9614595636398302,1281448739,1469021724,1.146375722486079,1311425875,1268020759,0.9669023489413765,1342020282,1274210802,0.9494720900201715,1373548091,1273116654,0.9268817468728876,1405680382,1285905919,0.914792534253352,1438116264,1298695201,0.903052996138009
Indonesia,IDN,181436821,211531000,1.1658658856241755,184615979,391055000,2.118207763586921,187766086,364640000,1.9419907384126864,190879523,229782000,1.2038064449689556,193945272,357567000,1.8436489650544303,196957849,200127000,1.0160905037097556,199914831,196284000,0.981838110850315,202826465,912857000,4.500679928529051,205715544,276717000,1.3451438555367503,208612556,181938000,0.8721335066715735,211540429,170032000,0.8037801606235752,214506502,203333000,0.9479106605355954,217508059,342524000,1.5747646389506882,220545214,216483000,0.9815810376188894,223614649,250429000,1.119913212841436,226712730,307454000,1.3561391104945892,229838202,515945000,2.244818291782495,232989141,214323000,0.9198840730521428,236159276,215937000,0.9143701812500475,239340478,302828000,1.2652602791242022,242524123,218937000,0.9027431881487517,245707511,221126370,0.8999577143573767,248883232,223315740,0.8972711347625059
India,IND,870133480,513704000,0.590373789547783,888054875,520959000,0.5866292890965775,906021106,524521000,0.5789280145091896,924057817,529117000,0.5726016167665837,942204249,535828000,0.5686962254401805,960482795,542270000,0.5645806492556694,978893217,547580000,0.559386857003832,997405318,550939000,0.5523722302832157,1015974042,553240000,0.5445414716609462,1034539214,571165000,0.5520960368351973,1053050912,561733000,0.5334338478783825,1071477855,568476000,0.5305531956141082,1089807112,565939000,0.5193019881852267,1108027848,575287000,0.5191990445352056,1126135777,577716000,0.5130074115387953,1144118674,584676000,0.511027407634114,1161977719,589705000,0.5075011253292371,1179681239,598069000,0.5069750880390156,1197146906,606364000,0.5065075948164377,1214270132,620918000,0.5113507971881829,1230980691,621480000,0.5048657582883239,1247236029,628938063.6,0.5042654709904952,1263065852,636395827.2,0.5038500773275597
Ireland,IRL,3513974,13884200,3.9511390807103295,3534235,14106100,3.991273924908785,3558430,14121700,3.9685198247541753,3576261,14312300,4.002028934689051,3590386,14391100,4.008231983970526,3608841,14497600,4.017245425886039,3637510,14682300,4.036360037498179,3674171,14852200,4.042326826922318,3712696,15125200,4.073912865475655,3754786,14836000,3.9512238513726214,3805174,14896600,3.914827547964955,3866243,15019400,3.8847532346001015,3931947,15004800,3.8161246832676023,3996521,15913000,3.9817130949643453,4070262,15335700,3.767742715333804,4159914,14959600,3.596132035421886,4273591,14963100,3.501294344732568,4398942,14617400,3.3229353785523883,4489544,14414800,3.21074924313026,4535375,14220900,3.1355510845299452,4560155,13895800,3.047220982620108,4580084,14282122.66,3.1183102012976183,4599533,14330025.33,3.115539192783267
"Iran, Islamic Rep.",IRN,56226185,56749000,1.0092984256356714,57375584,60099400,1.0474734339958962,58260738,61442500,1.0546124561621584,58991218,62897900,1.0662248065466287,59725125,67372400,1.12804117195234,60575644,69153800,1.1416106447006986,61583089,71513600,1.1612538630532159,62710557,73530600,1.1725394178846156,63900630,73552600,1.1510465546270827,65062660,75274500,1.156953927183426,66131854,79768500,1.2062038968391844,67096414,80690700,1.2026082347709373,67983330,83799700,1.2326507101079045,68812713,92682800,1.3468848408868868,69617100,97272100,1.3972443551943416,70421811,100291000,1.4241468456413313,71227880,104671000,1.4695228890709648,72031103,107983000,1.4991162914720326,72845542,109526000,1.5035374436502922,73687565,112911000,1.5322938137527002,74567511,115302000,1.5462766351420796,75491582,118300252.1,1.5670654789033298,76453574,121298114.3,1.586559109715394
Iraq,IRQ,17469005,21421500,1.2262575916602005,17942715,11188600,0.6235734112702565,18458187,12118700,0.6565487715559497,19011917,12915900,0.6793581099686055,19597239,13240900,0.6756512996550177,20208387,13291300,0.6577120677667149,20845893,12662000,0.6074098144895975,21509291,16393599.999999998,0.7621636622053232,22190250,19282900,0.868980746048377,22878156,21376800,0.9343760047794062,23565413,22328300,0.9475030206345206,24251649,22341700,0.9212445718639586,24939299,20744300,0.8317916233331177,25627626,18690900,0.7293262356801992,26316609,21282600,0.8087136150406004,27008426,20658000,0.7648724142606459,27697912,21332700,0.7701916303293909,28390433,21243200,0.7482520608262649,29111417,22677200,0.778979601027322,29894652,22985800,0.7688933793241681,30762701,23873700,0.7760599435010599,31727053,24112437,0.7599961143570442,32776571,24351174,0.7429445258321866
Iceland,ISL,254826,341696,1.3408992802932196,257797,340035,1.3190029364189653,261057,335967,1.2869488272676082,263725,333026,1.2627775144563467,266021,337139,1.2673397964822326,267468,332433,1.242888868948809,268916,337605,1.255429204658704,271128,338767,1.2494725738396624,274047,341257,1.2452499023890062,277381,342365,1.2342770413258297,281205,336525,1.1967248093028218,284968,342690,1.2025560764717442,287523,331714,1.153695530444521,289521,335338,1.1582510422387322,292074,332736,1.139218143347234,296734,335815,1.1317038155384957,303782,353287,1.1629622558281927,311566,368955,1.1841953229813267,317414,367133,1.156637703440932,318499,383443,1.203906448685867,318041,383189,1.2048415141444027,319014,371105.7605,1.1632898885315377,320716,358768.321,1.1186480281619875
Israel,ISR,4660000,1910180,0.4099098712446352,4949000,1950130,0.39404526166902404,5123000,2037210,0.3976595744680851,5261000,2131720,0.4051929291009314,5399000,2347360,0.43477681052046674,5545000,2418480,0.4361550946798918,5692000,2483790,0.43636507378777234,5836000,2519570,0.4317289239204935,5971000,2588640,0.4335354212024786,6125000,2643680,0.4316212244897959,6289000,2695480,0.42860232151375416,6439000,2766270,0.4296117409535642,6570000,2831480,0.4309710806697108,6689700,2929960,0.4379807764174776,6809000,3326970,0.4886135996475253,6930100,3452450,0.4981818444178295,7053700,3716150,0.5268369791740505,7180100,3839940,0.5348031364465676,7308800,3917580,0.5360086471103328,7485600,3651270,0.48777252324462966,7623600,3348670,0.4392504853350123,7765800,3382156.7,0.43551941847588144,7910500,3415643.4,0.4317860312243221
Italy,ITA,56719240,47167700,0.8315996476680576,56758521,46281100,0.8154035585247191,56797087,46370800,0.8164291946873966,56831821,45868500,0.8070918579223425,56843400,46464900,0.8174194365572784,56844303,46489800,0.817844490062619,56860281,47515500,0.8356536261226004,56890372,47213400,0.8299014110858688,56906744,46822300,0.8227900018317689,56916317,46445500,0.8160313675953418,56942108,46791100,0.8217310816803621,56974100,44644300,0.7835893853522916,57059007,43642700,0.7648696024450619,57313203,42622200,0.7436715759892184,57685327,41060500,0.7118014603609684,57969484,40144700,0.6925143580715675,58143979,38872400,0.6685541765210118,58438310,38418800,0.6574248981532833,58826731,37392200,0.6356328044133542,59095365,37243000,0.6302186305135775,59277417,37547900,0.6334267230301213,59379449,36328094.38,0.6117957473805458,59539717,35238178.760000005,0.5918432356673782
Jamaica,JAM,2424242,1236110,0.5098954642317063,2443689,1306540,0.5346588702572218,2465362,1375690,0.5580073027814982,2488782,1390100,0.5585463089977346,2513049,1377240,0.5480354740397023,2537440,1403210,0.5530022384765748,2561993,1381850,0.5393652519737564,2586827,1360760,0.5260344043107638,2611367,1357770,0.5199460665620727,2634882,1371430,0.5204901016440205,2656864,1376240,0.5179941464824696,2677011,1270890,0.4747421657961062,2695446,1267930,0.47039710682388,2712511,1307010,0.48184505058228333,2728777,1318960,0.48335206577891854,2744673,1303350,0.4748653118240315,2760279,1314890,0.47636126637923193,2775467,1322380,0.4764531518479593,2790122,1327950,0.4759469299191935,2804082,1304930,0.4653679885252999,2817210,1290640,0.45812701218581503,2829493,1303546.4,0.4606996377089464,2840992,1316452.8,0.4633778623804643
Jordan,JOR,3560582,865960,0.24320743069531892,3753433,971059,0.2587122242491074,3968198,1113760,0.28067147859053404,4189431,1181130,0.2819308875119318,4395953,1178480,0.2680829390123143,4572904,1224590,0.2677926324278839,4716373,1279840,0.27136106495393814,4832267,1283060,0.2655192686993496,4927912,1345570,0.27305073629561566,5014899,1339370,0.26707816049735,5103130,1399350,0.2742140607823042,5193482,1379130,0.26555016461017866,5287488,1484080,0.2806777055569677,5396774,1588400,0.29432397947366334,5535595,1700950,0.30727500837759986,5714111,1831840,0.3205818017885897,5934232,1954060,0.329286081164336,6193191,2081659.9999999998,0.33612074938428343,6489822,2203390,0.33951470471763323,6821116,2125720,0.31163815422578944,7182390,2073310,0.2886657505370775,7574943,2094043.0999999999,0.27644341350159335,7992573,2114776.1999999997,0.2645926662164987
Japan,JPN,123537000,66937500,0.5418417154374803,123921000,65333600,0.5272197609767513,124229000,64959800,0.5229036698355456,124536000,63564100,0.5104074323890281,124961000,62539000,0.5004681460615712,125439000,59942800,0.4778641411363292,125757000,56805600,0.45170924878933183,126057000,54159400,0.42964214601331147,126400000,50834700,0.4021732594936709,126631000,49494000,0.39085216100322984,126843000,47496100,0.3744479395788494,127149000,46170300,0.36311964702828964,127445000,44220200,0.34697477343167643,127718000,43401200,0.3398205421318843,127761000,42963200,0.33627789387997903,127773000,42255500,0.3307075829791897,127854000,41940200,0.32803197397030986,128001000,41599600,0.32499433598175015,128063000,40990200,0.32007839891303497,128047000,40366500,0.3152475262989371,128070000,40262200,0.31437651284453816,127833000,39673656.33,0.3103553568327427,127629000,38956542.66,0.30523268739863196
Kazakhstan,KAZ,16348000,69412500,4.2459322241252755,16450500,64202800,3.9027871493267683,16439095,64059500,3.896777772742356,16330419,61927200,3.7921378502290723,16095199,53120700,3.3004065373780094,15815626,43664500,2.7608455081069825,15577894,51002700,3.274043333457013,15333703,40284700,2.6271997051201526,15071300,36540600,2.4245154698002165,14928426,33252500,2.2274618904899954,14883626,38778700,2.605460524202906,14858335,40549200,2.7290540965727317,14858948,46805700,3.150000928733313,14909018,48473500,3.25128724105102,15012985,52018200,3.4648805683879655,15147029,54343500,3.58773327759523,15308084,57613300,3.7635866121455828,15484192,59418700,3.837378146693092,15674000,63557300,4.054950874058951,16092822,63765000,3.9623255635338537,16321872,67542200,4.138140527017979,16557201,69446288.23,4.194325371178378,16792089,71350486.46,4.249053614472863
Kenya,KEN,23402507,20324300,0.8684667843492152,24179598,20067600,0.8299393563118791,24963953,20393000,0.8168978686989196,25754114,20777100,0.8067487780787178,26548486,21428800,0.8071571388289336,27346456,21676700,0.7926694413345554,28147734,20883000,0.7419069684259486,28954114,21174700,0.7313192177111688,29769803,21985900,0.7385302482518947,30600397,23128500,0.7558235273875695,31450483,22283200,0.7085169407414188,32321482,22897600,0.7084328620822523,33214009,23513000,0.70792417741562,34130852,24373800,0.7141280856393506,35074931,25584200,0.7294155475316545,36048288,25614800,0.7105691121864095,37052050,26382800,0.7120469717599971,38085909,26544600,0.696966429237648,39148416,27447100,0.7011037177085274,40237204,27436500,0.6818689489458561,41350152,27477200,0.6645005803122561,42486839,27751972,0.6531898501557153,43646629,28026744,0.6421284906103516
